AllWISE,RAJ2000,DEJ2000,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,ccf,ex,var,pmRA,e_pmRA,pmDE,e_pmDE,qph,d2M,2M,W1W2,W2W3,predicted_type,confidence
J134701.63-033816.9,206.756807,-3.6380496,Im,17.785,0.198,17.002,,12.92,,9.379,,,,,,,,0000,0,nnnn,-278.0,1851.0,2131.0,2042.0,BUUU,,2M,0.7830000000000013,4.081999999999999,nnnn,1.0
J134702.85-033757.6,206.7618828,-3.6326931,Im,17.763,0.196,17.152,0.446,12.86,,9.077,,,,,,,,0000,0,nnnn,-1289.0,1742.0,-848.0,1931.0,BCUU,,2M,0.6110000000000007,4.292000000000002,nnnn,1.0
J134644.37-034031.3,206.6848907,-3.6753777,Im,17.693,0.193,16.685,,12.499,,9.215,,,,,,,,0000,0,nnnn,251.0,1650.0,1580.0,1799.0,BUUU,,2M,1.0080000000000027,4.185999999999998,nnnn,1.0
J134639.21-034006.0,206.6633811,-3.6683445,Im,17.557,0.176,16.89,0.366,12.758,,8.738,,,,,,,,0000,0,nnnn,-1698.0,1446.0,576.0,1614.0,BCUU,,2M,0.666999999999998,4.1320000000000014,nnnn,1.0
J134642.48-034032.0,206.6770411,-3.6755609,Im,17.437,0.152,16.846,0.344,12.634,,9.029,,,,,,,,0000,0,nnnn,-329.0,1239.0,-1368.0,1324.0,BBUU,,2M,0.5910000000000011,4.212,nnnn,1.0
J134640.47-034059.3,206.6686304,-3.6831598,Im,17.552,0.171,16.829,0.33,12.791,,9.348,,,,,,,,0000,0,nnnn,-171.0,1397.0,251.0,1512.0,BBUU,,2M,0.722999999999999,4.038,nnnn,0.98
J134647.47-033905.1,206.6977991,-3.6514222,Im,17.523,0.164,16.692,0.286,12.585,0.412,9.141,,,,,,,,0000,0,nnnn,-1744.0,1223.0,-941.0,1346.0,BBCU,,2M,0.8309999999999995,4.106999999999999,nnnn,1.0
J134647.59-033840.6,206.6982938,-3.6446357,Im,17.353,0.137,16.838,0.328,12.388,,9.155,,,,,,,,0000,0,nnnn,-103.0,1168.0,1597.0,1312.0,BBUU,,2M,0.5150000000000006,4.450000000000001,nnnn,1.0
J134647.20-034035.7,206.6966757,-3.6765914,Im,17.617,0.173,16.822,0.332,12.325,,8.765,,,,,,,,0000,0,nnnn,-934.0,1386.0,83.0,1499.0,BBUU,,2M,0.7950000000000017,4.497,nnnn,1.0
J134635.55-033901.0,206.6481596,-3.6503004,Im,17.227,0.132,16.639,,12.233,,9.064,,,,,,,,0000,0,nnnn,86.0,1079.0,989.0,1195.0,BUUU,,2M,0.588000000000001,4.405999999999999,nnnn,1.0
J134634.12-033916.6,206.6421847,-3.6546202,Im,17.28,0.138,16.643,0.305,12.498,,8.864,,,,,,,,0000,0,nnnn,433.0,1191.0,-181.0,1323.0,BBUU,,2M,0.6370000000000005,4.145000000000001,nnnn,1.0
J134642.20-033924.2,206.675873,-3.656729,Im,17.219,0.132,16.608,0.276,12.295,,9.121,,,,,,,,0000,0,nnnn,-162.0,1130.0,35.0,1252.0,BBUU,,2M,0.6110000000000007,4.313000000000001,nnnn,1.0
J134641.62-033844.7,206.673438,-3.6457624,Im,17.567,0.18,16.973,0.383,12.38,,9.203,,,,,,,,0000,0,nnnn,2865.0,1352.0,-1708.0,1468.0,BCUU,,2M,0.5940000000000012,4.592999999999998,nnnn,1.0
J134643.80-033751.8,206.6825074,-3.6310784,Im,17.205,0.127,16.24,0.204,12.2,,8.74,,,,,,,,0000,0,nnnn,-1584.0,925.0,224.0,1029.0,BBUU,,2M,0.9649999999999999,4.039999999999999,nnnn,0.99
J134653.83-033801.4,206.7242978,-3.6337465,Im,17.769,0.207,16.451,0.239,12.04,,8.953,,,,,,,,0000,0,nnnn,509.0,1506.0,-466.0,1665.0,BBUU,,2M,1.3179999999999978,4.411000000000001,nnnn,1.0
J134650.11-033839.5,206.7088311,-3.6443199,Im,17.468,0.16,16.919,,12.139,,8.937,,,,,,,,0000,0,nnnn,2065.0,1247.0,338.0,1363.0,BUUU,,2M,0.5489999999999995,4.780000000000001,nnnn,1.0
J134654.63-033753.3,206.7276504,-3.6314787,Im,17.425,0.151,16.372,0.215,12.341,,8.755,,,,,,,,0000,0,nnnn,374.0,1124.0,738.0,1235.0,BBUU,,2M,1.0530000000000008,4.031000000000001,nnnn,1.0
J134655.59-033704.6,206.7316312,-3.6179617,Im,17.605,0.172,16.961,,12.878,,9.137,,,,,,,,0000,0,nnnn,-185.0,1586.0,-779.0,1739.0,BUUU,,2M,0.6440000000000019,4.082999999999998,nnnn,1.0
J134659.26-033718.5,206.7469416,-3.6218257,Im,16.332,0.064,15.742,0.127,11.714,0.207,9.259,0.499,,,,,,,0000,0,0nnn,-424.0,397.0,395.0,439.0,ABBC,,2M,0.5899999999999999,4.0280000000000005,nnnn,0.99
J134645.75-033740.3,206.6906377,-3.6278661,Im,17.45,0.158,16.618,0.263,12.376,,8.642,,,,,,,,0000,0,nnnn,-334.0,1282.0,-1958.0,1423.0,BBUU,,2M,0.8320000000000007,4.241999999999999,nnnn,1.0
J134645.45-033653.9,206.6894034,-3.6149944,Im,17.515,0.172,16.809,0.356,12.747,,8.882,,,,,,,,0000,0,nnnn,223.0,1333.0,682.0,1486.0,BBUU,,2M,0.7059999999999995,4.062000000000001,nnnn,0.78
J134650.05-033719.6,206.708546,-3.6221317,Im,17.705,0.189,17.112,,12.795,,8.987,,,,,,,,0000,0,nnnn,1097.0,1753.0,122.0,1940.0,BUUU,,2M,0.593,4.316999999999998,nnnn,1.0
J134647.04-033815.8,206.6960397,-3.637739,Im,17.27,0.135,16.652,,12.553,,9.293,,,,,,,,0000,0,nnnn,-762.0,1155.0,127.0,1225.0,BUUU,,2M,0.6179999999999986,4.099,nnnn,1.0
J134648.62-033643.6,206.7026049,-3.6121234,Im,17.745,0.195,17.071,0.413,12.636,,9.059,,,,,,,,0000,0,nnnn,-822.0,1521.0,1860.0,1670.0,BCUU,,2M,0.6739999999999995,4.435000000000002,nnnn,1.0
J134652.98-033541.8,206.7207855,-3.5949671,Im,17.665,0.172,16.675,0.291,12.414,,9.386,,,,,,,,0000,0,nnnn,1042.0,1344.0,-986.0,1494.0,BBUU,,2M,0.9899999999999984,4.261000000000001,nnnn,1.0
J134626.59-033928.4,206.610798,-3.6579052,Im,17.676,0.193,16.765,,12.443,,9.286,,,,,,,,0000,0,nnnn,-224.0,1843.0,-564.0,2071.0,BUUU,,2M,0.9109999999999978,4.322000000000001,nnnn,1.0
J134627.89-033924.3,206.6162318,-3.6567548,Im,17.57,0.176,16.854,0.358,12.514,,8.83,,,,,,,,0000,0,nnnn,313.0,1500.0,1058.0,1667.0,BCUU,,2M,0.7160000000000011,4.34,nnnn,1.0
J134622.85-033942.8,206.5952268,-3.6619126,Im,17.398,0.149,16.71,,12.417,,8.827,,,,,,,,0000,0,nnnn,2321.0,1299.0,486.0,1408.0,BUUU,,2M,0.6879999999999988,4.293000000000001,nnnn,1.0
J134621.82-033829.2,206.5909495,-3.6414696,Im,17.797,0.205,17.237,,12.722,,8.977,,,,,,,,0000,0,nnnn,1014.0,1845.0,-3303.0,2088.0,BUUU,,2M,0.5600000000000023,4.514999999999999,nnnn,1.0
J134622.22-033755.3,206.5926062,-3.6320474,Im,17.469,0.157,16.889,,12.864,,9.022,,,,,,,,0000,0,nnnn,-269.0,1346.0,1576.0,1473.0,BUUU,,2M,0.5800000000000018,4.024999999999999,nnnn,0.68
J134620.42-033753.0,206.5851127,-3.631398,Im,17.789,0.214,17.183,,12.423,,9.208,,,,,,,,0000,0,nnnn,-6059.0,1771.0,-3444.0,1899.0,BUUU,,2M,0.6060000000000016,4.76,nnnn,1.0
J134620.62-033725.6,206.5859308,-3.6238016,Im,17.269,0.14,16.617,,12.141,,9.019,,,,,,,,0000,0,nnnn,2.0,1107.0,-2262.0,1239.0,BUUU,,2M,0.6519999999999975,4.476000000000001,nnnn,1.0
J134619.78-033755.8,206.5824203,-3.6321697,Im,17.305,0.14,16.745,0.332,12.235,,8.581,,,,,,,,0000,0,nnnn,4407.0,1048.0,-811.0,1150.0,BBUU,,2M,0.5599999999999987,4.510000000000002,nnnn,1.0
J134615.25-033633.8,206.5635617,-3.6093908,Im,17.556,0.169,16.851,,12.671,,9.167,,,,,,,,0000,0,nnnn,-106.0,1607.0,1153.0,1812.0,BUUU,,2M,0.7050000000000018,4.18,nnnn,1.0
J134635.44-033826.8,206.6476893,-3.6408012,Im,17.672,0.195,17.108,0.455,12.671,,9.151,,,,,,,,0000,0,nnnn,-203.0,1622.0,-1252.0,1818.0,BCUU,,2M,0.5640000000000001,4.437000000000001,nnnn,1.0
J134632.44-033727.4,206.6351981,-3.624281,Im,17.664,0.191,16.755,,12.466,0.41,9.098,,,,,,,,0000,0,nnnn,-733.0,1525.0,-320.0,1733.0,BUCU,,2M,0.9090000000000025,4.289,nnnn,1.0
J134629.94-033705.4,206.6247649,-3.6181717,Im,17.615,0.19,17.107,0.441,12.669,,9.08,,,,,,,,0000,0,nnnn,1003.0,1723.0,-946.0,1908.0,BCUU,,2M,0.5079999999999991,4.437999999999999,nnnn,1.0
J134628.20-033705.5,206.6175078,-3.6182002,Im,17.641,0.184,16.749,,12.295,,9.18,,,,,,,,0000,0,nnnn,-215.0,1591.0,-3484.0,1762.0,BUUU,,2M,0.8919999999999995,4.453999999999999,nnnn,1.0
J134626.95-033658.6,206.6122988,-3.61628,Im,17.634,0.182,16.754,,12.512,0.39,9.138,,,,,,,,0000,0,nnnn,-1541.0,1554.0,1837.0,1727.0,BUCU,,2M,0.879999999999999,4.242000000000001,nnnn,1.0
J134627.99-033633.0,206.6166564,-3.6091748,Im,17.736,0.203,16.829,,12.482,,9.051,,,,,,,,0000,0,nnnn,-681.0,1819.0,-868.0,1981.0,BUUU,,2M,0.907,4.347000000000001,nnnn,1.0
J134626.00-033717.5,206.6083616,-3.6215306,Im,17.509,0.171,16.947,,12.591,0.487,9.091,,,,,,,,0000,0,nnnn,-448.0,1477.0,1391.0,1624.0,BUCU,,2M,0.5620000000000012,4.356,nnnn,0.95
J134629.91-033649.1,206.6246277,-3.6136416,Im,17.662,0.188,17.008,0.395,12.69,0.449,8.99,0.438,,,,,,,0000,0,nnnn,307.0,1607.0,277.0,1773.0,BCCC,,2M,0.6539999999999999,4.318,nnnn,1.0
J134640.96-033520.8,206.6706727,-3.5891385,Im,17.44,0.157,16.633,,12.406,,9.27,,,,,,,,0000,0,nnnn,265.0,1303.0,1014.0,1506.0,BUUU,,2M,0.8070000000000022,4.2269999999999985,nnnn,0.99
J134644.82-033622.9,206.6867564,-3.6063841,Im,17.198,0.128,16.432,0.227,12.329,,8.422,,,,,,,,0000,0,nnnn,-805.0,905.0,-1311.0,977.0,BBUU,,2M,0.7660000000000018,4.102999999999998,nnnn,0.99
J134648.97-033453.3,206.7040534,-3.5814803,Im,16.959,0.116,16.202,0.235,12.049,,9.096,0.456,,,,,,,0000,0,nnnn,346.0,874.0,-357.0,1027.0,BBUC,,2M,0.7569999999999979,4.153000000000002,nnnn,1.0
J134638.65-033329.6,206.66108,-3.5582452,Im,17.643,0.187,16.842,,12.59,0.484,8.761,,,,,,,,0000,0,nnnn,-1052.0,1526.0,-333.0,1701.0,BUCU,,2M,0.8010000000000019,4.251999999999999,nnnn,0.99
J134640.90-033259.1,206.6704283,-3.5497524,Im,17.388,0.148,16.883,,12.592,,9.199,,,,,,,,0000,0,nnnn,-208.0,1131.0,-1909.0,1260.0,BUUU,,2M,0.5050000000000026,4.290999999999999,nnnn,1.0
J134640.04-033338.9,206.6668559,-3.5608115,Im,17.53,0.177,16.684,0.297,12.684,,8.622,,,,,,,,0000,0,nnnn,690.0,1354.0,197.0,1526.0,BBUU,,2M,0.8460000000000001,4.000000000000002,nnnn,0.97
J134617.29-033603.2,206.5720524,-3.6009166,Im,17.736,0.193,17.229,,12.726,,9.316,,,,,,,,0000,0,nnnn,703.0,1716.0,739.0,1910.0,BUUU,,2M,0.5070000000000014,4.502999999999998,nnnn,1.0
J134623.66-033538.2,206.5985854,-3.5939478,Im,17.57,0.174,16.788,,12.668,,8.585,,,,,,,,0000,0,nnnn,2011.0,1471.0,1085.0,1565.0,BUUU,,2M,0.782,4.120000000000001,nnnn,1.0
J134619.41-033645.2,206.5808893,-3.6125816,Im,17.656,0.187,16.613,,12.481,,9.183,,,,,,,,0000,0,nnnn,983.0,1597.0,-966.0,1777.0,BUUU,,2M,1.0429999999999993,4.132,nnnn,1.0
J134623.35-033451.1,206.5973002,-3.5808806,Im,17.604,0.172,16.87,,12.662,,9.203,,,,,,,,0000,0,nnnn,566.0,1548.0,-640.0,1690.0,BUUU,,2M,0.7339999999999982,4.208,nnnn,0.9
J134624.66-033442.3,206.6027855,-3.5784374,Im,17.42,0.154,16.78,,12.542,,9.137,,,,,,,,0000,0,nnnn,231.0,1257.0,908.0,1383.0,BUUU,,2M,0.6400000000000006,4.238000000000001,nnnn,1.0
J134624.96-033456.6,206.6040363,-3.582407,Im,17.703,0.193,16.836,,12.266,,8.874,,,,,,,,0000,0,nnnn,504.0,1865.0,385.0,2072.0,BUUU,,2M,0.8670000000000009,4.5699999999999985,nnnn,1.0
J134618.08-033521.7,206.5753562,-3.5893806,Im,17.338,0.14,16.808,,12.789,,9.039,,,,,,,,0000,0,nnnn,-1374.0,1147.0,-116.0,1250.0,BUUU,,2M,0.5300000000000011,4.019,nnnn,0.96
J134612.87-033451.6,206.5536453,-3.5810146,Im,17.284,0.141,16.762,0.336,12.3,,8.654,,,,,,,,0000,0,nnnn,-1740.0,1063.0,-531.0,1168.0,BBUU,,2M,0.5219999999999985,4.462,nnnn,1.0
J134614.95-033421.2,206.5623229,-3.5725601,Im,17.678,0.204,16.836,0.355,12.692,,8.768,,,,,,,,0000,0,nnnn,-470.0,1569.0,2014.0,1758.0,BBUU,,2M,0.8420000000000023,4.143999999999998,nnnn,0.99
J134615.73-033511.0,206.5655452,-3.5863941,Im,17.45,0.155,16.764,,12.525,,9.18,,,,,,,,0000,0,nnnn,-799.0,1223.0,-8.0,1377.0,BUUU,,2M,0.6859999999999999,4.238999999999999,nnnn,1.0
J134631.70-033308.7,206.6321024,-3.5524371,Im,17.901,0.218,17.207,,12.371,,9.346,,,,,,,,0000,0,nnnn,61.0,1932.0,3127.0,2142.0,BUUU,,2M,0.6939999999999991,4.836,nnnn,1.0
J134634.56-033407.8,206.6440347,-3.5688601,Im,17.766,0.206,16.904,,12.616,,8.873,,,,,,,,0000,0,nnnn,-73.0,1730.0,1211.0,1953.0,BUUU,,2M,0.8619999999999983,4.288,nnnn,1.0
J134639.23-033221.8,206.6634721,-3.5393964,Im,17.394,0.142,16.784,,12.69,,9.133,,,,,,,,0000,0,nnnn,-1757.0,1094.0,579.0,1208.0,BUUU,,2M,0.6099999999999994,4.093999999999999,nnnn,1.0
J134636.94-033258.2,206.6539223,-3.5495078,Im,17.511,0.157,16.931,0.365,12.819,,9.294,,,,,,,,0000,0,nnnn,1334.0,1189.0,-304.0,1318.0,BCUU,,2M,0.5799999999999983,4.112,nnnn,0.64
J134627.11-033337.9,206.6129726,-3.5605522,Im,17.744,0.205,16.81,0.315,12.757,,9.203,,,,,,,,0000,0,nnnn,2298.0,1574.0,-144.0,1784.0,BBUU,,2M,0.934000000000001,4.052999999999999,nnnn,1.0
J134627.17-033208.5,206.6132236,-3.5356978,Im,17.76,0.195,17.187,0.47,12.764,0.538,9.16,,,,,,,,0000,0,nnnn,454.0,1459.0,-555.0,1614.0,BCCU,,2M,0.5730000000000004,4.423000000000002,nnnn,1.0
J134621.78-033245.3,206.5907905,-3.5459333,Im,17.545,0.161,16.664,,12.108,,9.051,0.535,,,,,,,0000,0,nnnn,-106.0,1324.0,-3486.0,1465.0,BUUC,,2M,0.8810000000000002,4.556000000000001,nnnn,1.0
J134625.58-033300.5,206.6066149,-3.550155,Im,17.843,0.213,17.31,,12.724,,9.05,,,,,,,,0000,0,nnnn,0.0,1863.0,0.0,2047.0,BUUU,,2M,0.5330000000000013,4.5859999999999985,nnnn,1.0
J134631.61-033041.1,206.6317112,-3.5114257,Im,17.821,0.202,17.2,,12.743,,9.162,,,,,,,,0000,0,nnnn,-551.0,1926.0,414.0,2152.0,BUUU,,2M,0.6210000000000022,4.456999999999999,nnnn,1.0
J134634.80-033154.5,206.6450315,-3.531806,Im,17.68,0.195,16.974,,12.066,,8.976,,,,,,,,0000,0,nnnn,-159.0,1559.0,1036.0,1734.0,BUUU,,2M,0.7059999999999995,4.9079999999999995,nnnn,1.0
J134627.49-033143.9,206.6145657,-3.5288767,Im,17.552,0.165,16.914,,12.758,,8.902,,,,,,,,0000,0,nnnn,-1407.0,1254.0,1478.0,1388.0,BUUU,,2M,0.6379999999999981,4.156000000000002,nnnn,1.0
J134633.97-033147.3,206.6415614,-3.5298182,Im,17.675,0.178,17.138,,12.814,,9.169,,,,,,,,0000,0,nnnn,-455.0,1547.0,-913.0,1712.0,BUUU,,2M,0.536999999999999,4.324000000000002,nnnn,1.0
J134635.20-033121.5,206.6466746,-3.5226577,Im,17.401,0.137,16.874,0.322,12.273,,8.94,,,,,,,,0000,0,nnnn,-1537.0,1079.0,481.0,1202.0,BBUU,,2M,0.527000000000001,4.600999999999999,nnnn,1.0
J134553.97-033233.9,206.4748927,-3.5427518,Im,17.821,0.218,17.19,,12.657,,8.803,,,,,,,,0000,0,nnnn,-216.0,2379.0,-1751.0,2578.0,BUUU,,2M,0.6310000000000002,4.533000000000001,nnnn,1.0
J134609.72-033313.0,206.5405387,-3.5536148,Im,17.13,0.123,16.615,0.279,12.547,,8.99,,,,,,,,0000,0,nnnn,1174.0,908.0,-304.0,1002.0,BBUU,,2M,0.5150000000000006,4.067999999999998,nnnn,0.95
J134616.98-033243.6,206.5707684,-3.5454688,Im,17.76,0.211,16.787,0.306,12.652,,8.476,,,,,,,,0000,0,nnnn,1008.0,1540.0,-1942.0,1698.0,BBUU,,2M,0.9730000000000025,4.135,nnnn,0.99
J134603.59-033310.4,206.5149986,-3.5528917,Im,17.488,0.162,16.884,0.372,11.983,,8.729,,,,,,,,0000,0,nnnn,669.0,1186.0,-2503.0,1340.0,BCUU,,2M,0.6039999999999992,4.901,nnnn,1.0
J134605.85-033159.0,206.5243787,-3.5330776,Im,17.611,0.189,16.945,0.376,12.647,0.539,9.132,,,,,,,,0000,0,nnnn,822.0,1482.0,88.0,1653.0,BCCU,,2M,0.6660000000000004,4.298,nnnn,1.0
J134608.21-033253.5,206.5342139,-3.5482072,Im,16.711,0.084,16.077,0.179,12.077,,9.104,,,,,,,,0000,0,nnnn,56.0,588.0,-156.0,645.0,ABUU,,2M,0.6339999999999968,4.000000000000002,nnnn,0.99
J134610.47-033136.3,206.5436631,-3.5267755,Im,17.781,0.211,17.279,,12.698,,9.113,,,,,,,,0000,0,nnnn,-701.0,1900.0,-3092.0,2132.0,BUUU,,2M,0.5019999999999989,4.5809999999999995,nnnn,0.99
J134625.34-033130.9,206.6055859,-3.5252566,Im,17.848,0.204,16.811,,12.548,,9.209,,,,,,,,0000,0,nnnn,-1430.0,1652.0,937.0,1847.0,BUUU,,2M,1.036999999999999,4.263,nnnn,1.0
J134614.60-033059.7,206.560867,-3.5166081,Im,16.819,0.091,16.303,0.209,12.091,,9.006,,,,,,,,0000,0,nnnn,-310.0,615.0,-274.0,694.0,ABUU,,2M,0.5159999999999982,4.2120000000000015,nnnn,0.98
J134615.72-032930.1,206.5655349,-3.4916996,Im,17.792,0.208,17.04,0.403,12.217,0.311,9.129,0.483,,,,,,,0000,0,nnnn,3186.0,1377.0,-2010.0,1516.0,BCBC,,2M,0.7520000000000024,4.822999999999999,nnnn,1.0
J134617.14-033040.2,206.5714185,-3.5111732,Im,17.798,0.211,16.735,0.327,12.223,,9.034,,,,,,,,0000,0,nnnn,-270.0,1538.0,-512.0,1721.0,BBUU,,2M,1.0629999999999988,4.511999999999999,nnnn,1.0
J134615.50-033102.2,206.5646144,-3.5172818,Im,17.681,0.196,17.037,0.453,12.735,,8.846,,,,,,,,0000,0,nnnn,349.0,1498.0,-870.0,1690.0,BCUU,,2M,0.6440000000000019,4.302,nnnn,1.0
J134619.97-032839.6,206.5832429,-3.4776786,Im,17.13,0.121,16.355,0.217,12.35,,8.768,,,,,,,,0000,0,nnnn,1813.0,853.0,981.0,937.0,BBUU,,2M,0.7749999999999986,4.005000000000001,nnnn,1.0
J134621.86-032912.9,206.5911086,-3.4869408,Im,17.272,0.132,16.405,0.222,12.054,,9.046,,,,,,,,0000,0,nnnn,-6.0,901.0,442.0,998.0,BBUU,,2M,0.8669999999999973,4.351000000000001,nnnn,1.0
J134618.70-032937.5,206.5779359,-3.4937673,Im,17.487,0.154,16.615,,12.248,,8.785,,,,,,,,0000,0,nnnn,336.0,1192.0,242.0,1353.0,BUUU,,2M,0.8719999999999999,4.366999999999999,nnnn,1.0
J134618.97-032844.8,206.5790532,-3.4791252,Im,17.357,0.146,16.768,,12.144,,9.257,,,,,,,,0000,0,nnnn,136.0,1119.0,-593.0,1221.0,BUUU,,2M,0.5889999999999986,4.6240000000000006,nnnn,1.0
J134559.32-033037.0,206.4972045,-3.5102939,Im,17.383,0.152,16.814,,12.762,,8.68,,,,,,,,0000,0,nnnn,-182.0,1350.0,462.0,1465.0,BUUU,,2M,0.5689999999999991,4.052,nnnn,0.89
J134559.21-033114.0,206.4967445,-3.5205824,Im,17.187,0.128,16.398,0.252,12.008,,8.627,,,,,,,,0000,0,nnnn,-809.0,976.0,-526.0,1052.0,BBUU,,2M,0.7890000000000015,4.390000000000001,nnnn,1.0
J134555.62-032945.5,206.4817686,-3.4959798,Im,17.548,0.172,16.868,,12.826,,9.163,,,,,,,,0000,0,nnnn,-669.0,1497.0,1208.0,1638.0,BUUU,,2M,0.6799999999999997,4.041999999999998,nnnn,0.92
J134602.11-032934.6,206.5088171,-3.4929459,Im,17.642,0.183,16.868,,12.441,0.381,9.204,,,,,,,,0000,0,nnnn,245.0,1570.0,1583.0,1706.0,BUCU,,2M,0.7740000000000009,4.426999999999998,nnnn,1.0
J134601.28-033010.4,206.5053439,-3.5028943,Im,17.799,0.217,17.29,,12.642,,9.142,,,,,,,,0000,0,nnnn,684.0,1746.0,2670.0,1893.0,BUUU,,2M,0.5090000000000003,4.648,nnnn,1.0
J134614.44-032747.6,206.5602028,-3.4632234,Im,17.442,0.15,16.909,0.338,12.51,,9.236,,,,,,,,0000,0,nnnn,-25.0,1256.0,663.0,1400.0,BBUU,,2M,0.5330000000000013,4.398999999999999,nnnn,1.0
J134615.08-032727.0,206.5628728,-3.4575161,Im,16.961,0.097,16.415,0.22,12.285,,9.148,,,,,,,,0000,0,nnnn,-739.0,729.0,998.0,800.0,ABUU,,2M,0.5459999999999994,4.129999999999999,nnnn,0.88
J134604.34-032748.0,206.5181131,-3.463354,Im,17.271,0.131,16.36,0.215,11.998,,9.101,,,,,,,,h000,0,nnnn,-2680.0,935.0,118.0,1011.0,BBUU,,2M,0.9110000000000014,4.362,nnnn,1.0
J134603.66-032904.9,206.5152558,-3.4847021,Im,17.78,0.194,16.84,,12.764,,9.013,,,,,,,,0000,0,nnnn,300.0,1787.0,652.0,1908.0,BUUU,,2M,0.9400000000000013,4.0760000000000005,nnnn,1.0
J134612.62-032647.5,206.5525976,-3.4465503,Im,17.731,0.204,16.769,,12.328,,8.612,,,,,,,,0000,0,nnnn,0.0,2023.0,-607.0,2205.0,BUUU,,2M,0.9620000000000033,4.440999999999999,nnnn,1.0
J134614.53-032719.2,206.5605654,-3.4553411,Im,17.491,0.159,16.972,0.378,12.507,,8.901,,,,,,,,0000,0,nnnn,504.0,1356.0,-1255.0,1476.0,BCUU,,2M,0.5189999999999984,4.465000000000002,nnnn,1.0
J134544.97-033007.3,206.4373908,-3.5020525,Im,17.612,0.182,16.906,,12.435,,9.03,,,,,,,,0000,0,nnnn,1776.0,1488.0,1016.0,1635.0,BUUU,,2M,0.7059999999999995,4.470999999999998,nnnn,1.0
J134533.89-032733.9,206.3912306,-3.4594245,Im,17.45,0.153,16.934,0.366,12.194,,9.134,,,,,,,,0000,0,nnnn,408.0,1219.0,520.0,1318.0,BCUU,,2M,0.5159999999999982,4.74,nnnn,1.0
J134548.14-032941.8,206.450619,-3.4949522,Im,16.951,0.187,16.358,,11.957,,8.629,,,,,,,,0000,0,nnnn,30.0,1346.0,-412.0,1165.0,BUUU,,2M,0.593,4.401,nnnn,1.0
J134550.74-032919.5,206.461429,-3.488772,Im,17.428,0.155,16.754,0.31,12.735,,8.494,,,,,,,,0000,0,nnnn,249.0,1216.0,846.0,1346.0,BBUU,,2M,0.6739999999999995,4.019000000000002,nnnn,0.87
J134548.15-032946.8,206.4506593,-3.4963499,Im,16.415,0.07,15.891,0.15,11.707,0.206,9.276,0.53,,,,,,,0000,0,0nnn,5.0,440.0,165.0,484.0,ABBC,,2M,0.5239999999999991,4.183999999999999,nnnn,1.0
J134551.38-032853.7,206.464105,-3.4815839,Im,17.565,0.169,17.034,,12.696,,8.714,,,,,,,,0000,0,nnnn,1168.0,1524.0,-561.0,1672.0,BUUU,,2M,0.5310000000000024,4.337999999999999,nnnn,1.0
J134553.42-032851.7,206.4726022,-3.4810344,Im,17.857,0.211,16.727,0.332,12.131,,9.247,,,,,,,,0000,0,nnnn,275.0,1594.0,-272.0,1771.0,BBUU,,2M,1.129999999999999,4.596,nnnn,1.0
J134552.57-032835.7,206.4690702,-3.4765936,Im,17.648,0.178,16.955,,12.581,0.442,8.988,,,,,,,,0000,0,nnnn,2170.0,1618.0,183.0,1763.0,BUCU,,2M,0.6930000000000014,4.373999999999999,nnnn,1.0
J134541.10-032759.4,206.4212699,-3.4665007,Im,17.814,0.208,16.936,0.35,12.642,,9.213,,,,,,,,0000,0,nnnn,2152.0,1598.0,-853.0,1764.0,BBUU,,2M,0.8780000000000001,4.2940000000000005,nnnn,1.0
J134543.82-032848.8,206.4325951,-3.4802295,Im,17.586,0.183,16.785,0.357,12.732,,9.041,,,,,,,,0000,0,nnnn,16.0,1330.0,882.0,1449.0,BCUU,,2M,0.8009999999999984,4.053000000000001,nnnn,0.99
J134545.74-032710.1,206.4405898,-3.4528252,Im,17.512,0.16,16.847,0.336,12.673,,8.731,,,,,,,,0000,0,nnnn,1056.0,1197.0,-2310.0,1317.0,BBUU,,2M,0.6649999999999991,4.174000000000001,nnnn,1.0
J134549.03-032737.0,206.4542958,-3.4603011,Im,17.617,0.171,16.945,0.356,12.206,,8.649,,,,,,,,0000,0,nnnn,358.0,1328.0,-18.0,1460.0,BBUU,,2M,0.6720000000000006,4.739000000000001,nnnn,0.99
J134551.05-032626.4,206.4627427,-3.4406784,Im,17.021,0.105,16.202,0.189,11.955,,8.842,,,,,,,,0000,0,nnnn,-32.0,728.0,-550.0,793.0,ABUU,,2M,0.8189999999999991,4.247000000000002,nnnn,1.0
J134600.24-032804.4,206.5010079,-3.46791,Im,15.225,0.035,14.611,0.056,10.595,0.081,8.677,0.331,17.429,0.265,16.577,0.289,15.606,0.213,0000,0,000n,-28.0,164.0,48.0,176.0,AAAB,0.686,2M,0.613999999999999,4.016,nnnn,1.0
J134600.87-032608.5,206.5036278,-3.435701,Im,17.109,0.119,16.593,0.267,12.232,,9.015,,,,,,,,0000,0,nnnn,198.0,879.0,544.0,967.0,BBUU,,2M,0.5160000000000018,4.361000000000001,nnnn,1.0
J134557.23-032538.6,206.4884951,-3.4274002,Im,16.947,0.1,16.429,0.231,12.401,,8.84,,,,,,,,0000,0,nnnn,100.0,758.0,486.0,817.0,ABUU,,2M,0.5180000000000007,4.027999999999999,nnnn,0.97
