AllWISE,RAJ2000,DEJ2000,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,ccf,ex,var,pmRA,e_pmRA,pmDE,e_pmDE,qph,d2M,2M,W1W2,W2W3,predicted_type,confidence
J020629.54-042745.5,31.6231066,-4.4626621,Im,17.8,0.173,16.653,0.301,12.465,,9.253,,,,,,,,0000,0,nnnn,355.0,1479.0,-48.0,1532.0,BBUU,,2M,1.147000000000002,4.187999999999999,nnnn,0.99
J020639.67-042658.6,31.6653237,-4.4496338,Im,17.265,0.111,16.583,0.249,12.322,,8.952,,,,,,,,0000,0,nnnn,951.0,873.0,-1439.0,918.0,BBUU,,2M,0.6820000000000022,4.260999999999999,nnnn,1.0
J020636.49-042633.9,31.6520801,-4.4427572,Im,16.72,0.072,16.177,0.176,11.672,0.18,8.983,0.358,,,,,,,0000,0,nnnn,1086.0,470.0,16.0,493.0,ABBC,,2M,0.5429999999999993,4.504999999999999,nnnn,1.0
J020641.41-042601.5,31.6725566,-4.4337564,Im,17.671,0.15,16.87,,12.442,,9.35,,,,,,,,0000,0,nnnn,-353.0,1332.0,-66.0,1384.0,BUUU,,2M,0.8009999999999984,4.428000000000001,nnnn,1.0
J020640.00-042633.3,31.6666908,-4.4426005,Im,17.884,0.188,16.701,,12.51,,9.214,,,,,,,,0000,0,nnnn,610.0,1798.0,1018.0,1872.0,BUUU,,2M,1.1829999999999998,4.191000000000001,nnnn,0.7
J020639.17-042705.4,31.6632245,-4.4515263,Im,17.655,0.159,16.944,0.364,12.233,,8.544,,,,,,,,0000,0,nnnn,-21.0,1289.0,-1352.0,1368.0,BCUU,,2M,0.7110000000000021,4.7109999999999985,nnnn,1.0
J020635.43-042622.1,31.6476398,-4.4394796,Im,17.955,0.202,17.01,,12.176,,8.961,,,,,,,,0000,0,nnnn,-2490.0,1791.0,-6160.0,1974.0,BUUU,,2M,0.9449999999999967,4.834000000000001,nnnn,1.0
J020627.82-042542.5,31.6159397,-4.4284979,Im,17.185,0.195,16.498,0.354,12.119,,9.327,,,,,,,,0000,0,nnnn,629.0,1290.0,82.0,1622.0,BBUU,,2M,0.6869999999999976,4.379000000000001,nnnn,1.0
J020626.29-042702.6,31.6095442,-4.4507261,Im,17.474,0.143,16.645,0.286,12.289,,8.689,,,,,,,,0000,0,nnnn,-1475.0,1179.0,2523.0,1239.0,BBUU,,2M,0.8290000000000006,4.356,nnnn,0.95
J020653.02-042408.6,31.7209499,-4.4024026,Im,17.567,0.153,16.569,,12.429,,9.044,,,,,,,,0000,0,nnnn,-317.0,1489.0,-549.0,1565.0,BUUU,,2M,0.9980000000000011,4.139999999999999,nnnn,1.0
J020641.16-042351.0,31.6715006,-4.397519,Im,17.904,0.202,17.08,,12.438,,8.541,,,,,,,,0000,0,nnnn,1380.0,1905.0,-395.0,1916.0,BUUU,,2M,0.8240000000000016,4.641999999999998,nnnn,1.0
J020641.11-042410.7,31.671326,-4.4029956,Im,17.8,0.192,16.936,,12.774,,8.769,,,,,,,,0h00,0,nnnn,-292.0,1849.0,-157.0,1914.0,BUUU,,2M,0.8640000000000008,4.162000000000001,nnnn,1.0
J020638.68-042319.7,31.6611942,-4.388822,Im,17.976,0.219,17.322,,12.812,,8.792,,,,,,,,0000,0,nnnn,-51.0,2114.0,243.0,2165.0,BUUU,,2M,0.6539999999999999,4.51,nnnn,1.0
J020647.67-042311.0,31.6986499,-4.3864135,Im,17.837,0.196,16.827,,12.159,,8.839,,,,,,,,0000,0,nnnn,991.0,1743.0,339.0,1828.0,BUUU,,2M,1.009999999999998,4.668000000000001,nnnn,1.0
J020646.24-042348.9,31.6926712,-4.3969172,Im,17.563,0.165,16.616,,12.429,,9.303,,,,,,,,0000,0,nnnn,301.0,1439.0,-619.0,1483.0,BUUU,,2M,0.9469999999999992,4.186999999999999,nnnn,1.0
J020644.11-042412.8,31.6838084,-4.4035635,Im,17.572,0.153,16.716,,12.598,,9.156,,,,,,,,0000,0,nnnn,-666.0,1428.0,-174.0,1476.0,BUUU,,2M,0.8559999999999981,4.118,nnnn,1.0
J020649.09-042315.7,31.7045604,-4.3876946,Im,17.435,0.139,16.479,0.253,12.124,,9.073,,,,,,,,0000,0,nnnn,954.0,1149.0,361.0,1193.0,BBUU,,2M,0.9559999999999995,4.354999999999999,nnnn,1.0
J020625.78-042541.1,31.6074365,-4.4280955,Im,17.545,0.162,16.566,,12.358,,9.213,,,,,,,,0000,0,nnnn,478.0,1345.0,1498.0,1365.0,BUUU,,2M,0.9790000000000028,4.207999999999998,nnnn,0.85
J020622.61-042515.6,31.5942295,-4.4210174,Im,17.796,0.195,16.827,,12.623,,8.867,,,,,,,,0000,0,nnnn,-963.0,2032.0,-67.0,2125.0,BUUU,,2M,0.9689999999999976,4.204000000000002,nnnn,0.99
J020618.55-042525.3,31.5773,-4.42371,Im,17.675,0.184,16.874,0.37,12.721,,9.368,,,,,,,,0000,0,nnnn,193.0,1487.0,6.0,1584.0,BCUU,,2M,0.8010000000000019,4.152999999999999,nnnn,1.0
J020623.79-042526.4,31.5991656,-4.4240197,Im,17.808,0.2,16.686,,12.413,,9.23,,,,,,,,0000,0,nnnn,-947.0,1741.0,-2198.0,1820.0,BUUU,,2M,1.1219999999999999,4.273,nnnn,1.0
J020625.75-042505.3,31.6073307,-4.4181595,Im,17.475,0.148,16.699,,12.249,,8.892,,,,,,,,0000,0,nnnn,-686.0,1244.0,1501.0,1306.0,BUUU,,2M,0.7759999999999998,4.450000000000001,nnnn,1.0
J020630.03-042411.7,31.6251429,-4.4032543,Im,17.473,0.145,16.831,0.338,12.276,,9.211,,,,,,,,0000,0,nnnn,410.0,1285.0,-60.0,1328.0,BBUU,,2M,0.6419999999999995,4.555,nnnn,0.99
J020630.53-042346.9,31.6272221,-4.3963814,Im,17.887,0.208,16.659,,12.347,,9.036,,,,,,,,0000,0,nnnn,-1548.0,1797.0,-1534.0,1838.0,BUUU,,2M,1.2280000000000015,4.311999999999999,nnnn,1.0
J020619.62-042359.0,31.5817773,-4.3997227,Im,17.431,0.15,16.872,,12.698,,8.606,,,,,,,,0000,0,nnnn,-236.0,1486.0,437.0,1656.0,BUUU,,2M,0.559000000000001,4.1739999999999995,nnnn,0.99
J020621.13-042426.5,31.588046,-4.4073847,Im,17.346,0.137,16.717,0.353,12.317,,9.163,,,,,,,,0000,0,nnnn,1494.0,1083.0,-1936.0,1115.0,BBUU,,2M,0.6290000000000013,4.399999999999999,nnnn,1.0
J020625.96-042333.5,31.6081716,-4.3926506,Im,17.523,0.146,17.017,,12.945,,9.286,,,,,,,,0000,0,nnnn,549.0,1368.0,-50.0,1421.0,BUUU,,2M,0.5060000000000002,4.071999999999999,nnnn,1.0
J020623.65-042333.2,31.5985813,-4.392566,Im,17.762,0.188,17.09,,12.594,0.469,9.263,,,,,,,,0000,0,nnnn,-781.0,1708.0,2122.0,1790.0,BUCU,,2M,0.6720000000000006,4.496,nnnn,0.99
J020622.36-042339.7,31.5931686,-4.3943727,Im,17.912,0.216,16.97,0.386,12.557,,9.101,,,,,,,,0000,0,nnnn,273.0,1915.0,663.0,2008.0,BCUU,,2M,0.9420000000000002,4.4129999999999985,nnnn,1.0
J020631.35-042347.7,31.6306573,-4.3965971,Im,17.956,0.215,17.189,0.461,12.653,,9.05,,,,,,,,0000,0,nnnn,-973.0,1990.0,4676.0,2055.0,BCUU,,2M,0.7669999999999995,4.536,nnnn,1.0
J020634.58-042222.6,31.6440947,-4.3729527,Im,17.699,0.17,17.163,0.469,12.69,,9.123,,,,,,,,0000,0,nnnn,803.0,1609.0,-1256.0,1689.0,BCUU,,2M,0.5360000000000014,4.473000000000001,nnnn,1.0
J020641.43-042225.9,31.6726581,-4.3738706,Im,17.763,0.19,17.057,,12.871,,9.423,,,,,,,,0000,0,nnnn,-1349.0,1688.0,490.0,1775.0,BUUU,,2M,0.7060000000000031,4.185999999999998,nnnn,1.0
J020638.10-042124.2,31.6587511,-4.3567322,Im,17.792,0.184,17.0,0.383,12.525,,9.179,,,,,,,,0000,0,nnnn,-235.0,1767.0,-1107.0,1820.0,BCUU,,2M,0.7920000000000016,4.475,nnnn,1.0
J020638.66-042152.3,31.6611123,-4.3645387,Im,17.734,0.185,17.02,0.405,12.768,,9.139,,,,,,,,0000,0,nnnn,-1019.0,1885.0,73.0,1979.0,BCUU,,2M,0.7140000000000022,4.251999999999999,nnnn,0.99
J020630.38-042216.7,31.6266012,-4.3713134,Im,17.623,0.157,17.059,0.414,12.303,,9.024,,,,,,,,0000,0,nnnn,1297.0,1216.0,59.0,1260.0,BCUU,,2M,0.5640000000000001,4.756,nnnn,1.0
J020632.76-042203.8,31.6365292,-4.3677294,Im,17.033,0.097,16.436,0.235,12.332,,8.753,,,,,,,,0000,0,nnnn,41.0,749.0,-1104.0,775.0,ABUU,,2M,0.5970000000000013,4.103999999999999,nnnn,0.94
J020628.61-042240.3,31.6192411,-4.3778872,Im,17.796,0.19,17.09,,12.507,,9.211,,,,,,,,0000,0,nnnn,-752.0,1791.0,-607.0,1853.0,BUUU,,2M,0.7059999999999995,4.583,nnnn,1.0
J020629.16-042214.6,31.6215158,-4.3707275,Im,17.927,0.216,17.06,0.437,12.493,,9.2,,,,,,,,0000,0,nnnn,943.0,1938.0,-809.0,2007.0,BCUU,,2M,0.8670000000000009,4.566999999999998,nnnn,1.0
J020627.70-042228.9,31.6154431,-4.3747138,Im,17.889,0.2,16.94,0.374,12.328,,9.41,,,,,,,,0000,0,nnnn,1811.0,1592.0,-1781.0,1646.0,BCUU,,2M,0.9489999999999981,4.612000000000002,nnnn,1.0
J020629.59-042255.1,31.623313,-4.3819794,Im,17.55,0.154,17.028,,12.715,,9.15,,,,,,,,0000,0,nnnn,390.0,1351.0,309.0,1384.0,BUUU,,2M,0.522000000000002,4.312999999999999,nnnn,1.0
J020626.91-042130.5,31.6121628,-4.3584735,Im,17.793,0.203,16.839,,12.596,,9.242,,,,,,,,0000,0,nnnn,-671.0,1833.0,1046.0,1878.0,BUUU,,2M,0.9540000000000006,4.2429999999999986,nnnn,1.0
J020630.68-042149.0,31.6278622,-4.3636113,Im,17.331,0.129,16.631,,12.202,,8.936,,,,,,,,0000,0,nnnn,-965.0,1065.0,-2342.0,1097.0,BUUU,,2M,0.6999999999999993,4.429,nnnn,0.99
J020635.40-042028.7,31.6475077,-4.3413143,Im,17.707,0.174,16.775,,12.622,,9.206,,,,,,,,0000,0,nnnn,-653.0,1579.0,-224.0,1657.0,BUUU,,2M,0.9320000000000022,4.152999999999999,nnnn,1.0
J020635.87-042037.6,31.6494634,-4.343787,Im,17.821,0.192,17.06,,12.131,,9.296,,,,,,,,0000,0,nnnn,-1011.0,1865.0,279.0,1933.0,BUUU,,2M,0.7610000000000028,4.9289999999999985,nnnn,1.0
J020632.49-042108.5,31.635393,-4.3523885,Im,17.647,0.17,17.1,,12.255,,8.721,,,,,,,,0000,0,nnnn,-135.0,1399.0,-789.0,1445.0,BUUU,,2M,0.546999999999997,4.845000000000001,nnnn,0.99
J020654.44-042346.6,31.7268569,-4.3963016,Im,17.406,0.14,16.836,0.375,12.73,,9.407,,,,,,,,0000,0,nnnn,795.0,1011.0,-441.0,1076.0,BCUU,,2M,0.5700000000000003,4.105999999999998,nnnn,0.9
J020650.44-042308.7,31.7102048,-4.3857581,Im,17.905,0.214,16.586,,12.477,,8.963,,,,,,,,0000,0,nnnn,186.0,1940.0,918.0,1997.0,BUUU,,2M,1.3190000000000026,4.108999999999998,nnnn,0.99
J020654.13-042255.3,31.7255439,-4.3820498,Im,17.581,0.16,16.566,,12.373,,9.091,,,,,,,,0000,0,nnnn,-1277.0,1434.0,351.0,1466.0,BUUU,,2M,1.0150000000000006,4.193,nnnn,1.0
J020701.09-042230.8,31.7545447,-4.3752301,Im,17.731,0.188,17.102,0.462,12.72,,8.851,,,,,,,,0000,0,nnnn,153.0,1617.0,-560.0,1666.0,BCUU,,2M,0.6290000000000013,4.382,nnnn,1.0
J020649.77-042139.3,31.7073964,-4.3609262,Im,17.606,0.169,16.837,,12.783,,9.089,,,,,,,,0000,0,nnnn,1860.0,1385.0,-2842.0,1451.0,BUUU,,2M,0.7690000000000019,4.054,nnnn,0.98
J020650.96-042157.5,31.7123492,-4.3659876,Im,17.734,0.199,16.801,,12.667,,9.131,,,,,,,,0000,0,nnnn,-190.0,2001.0,160.0,2074.0,BUUU,,2M,0.9330000000000034,4.133999999999999,nnnn,1.0
J020705.43-042024.0,31.7726613,-4.3400077,Im,17.265,0.122,16.441,0.265,12.062,,9.212,0.485,,,,,,,0000,0,nnnn,528.0,976.0,354.0,1006.0,BBUC,,2M,0.8240000000000016,4.379,nnnn,1.0
J020704.80-042148.7,31.7700037,-4.3635527,Im,17.718,0.183,16.704,0.326,12.669,,8.751,,,,,,,,0000,0,nnnn,2562.0,1395.0,-984.0,1449.0,BBUU,,2M,1.0139999999999993,4.035,nnnn,1.0
J020707.65-042021.9,31.7818851,-4.3394289,Im,17.838,0.211,17.33,,12.864,,9.473,,,,,,,,0000,0,nnnn,-1070.0,1898.0,-784.0,1928.0,BUUU,,2M,0.5080000000000027,4.4659999999999975,nnnn,1.0
J020704.87-042017.8,31.77033,-4.3382899,Im,17.575,0.168,16.81,0.375,12.162,,8.946,,,,,,,,0000,0,nnnn,-2056.0,1379.0,1914.0,1421.0,BCUU,,2M,0.7650000000000006,4.647999999999998,nnnn,1.0
J020706.18-042122.2,31.7757649,-4.356174,Im,17.544,0.157,16.396,0.256,12.23,,9.147,,,,,,,,0000,0,nnnn,143.0,1172.0,448.0,1227.0,BBUU,,2M,1.1479999999999997,4.166,nnnn,1.0
J020706.37-042136.8,31.7765565,-4.3602367,Im,17.653,0.181,16.938,0.409,12.774,,9.141,,,,,,,,0000,0,nnnn,-568.0,1427.0,2311.0,1493.0,BCUU,,2M,0.7149999999999999,4.164,nnnn,1.0
J020711.12-041929.7,31.7963403,-4.3249221,Im,17.807,0.213,16.852,,12.79,,9.217,,,,,,,,0000,0,nnnn,-11.0,1980.0,221.0,2062.0,BUUU,,2M,0.9549999999999983,4.062000000000001,nnnn,0.96
J020713.09-042022.1,31.8045509,-4.3394907,Im,17.24,0.126,16.603,0.307,12.355,,9.33,,,,,,,,0000,0,nnnn,496.0,981.0,-1494.0,984.0,BBUU,,2M,0.6369999999999969,4.248000000000001,nnnn,1.0
J020710.86-042008.3,31.7952858,-4.3356574,Im,17.923,0.218,17.17,0.491,12.711,0.493,8.777,,,,,,,,0000,0,nnnn,659.0,2001.0,405.0,2039.0,BCCU,,2M,0.7529999999999966,4.459000000000001,nnnn,1.0
J020659.51-041934.7,31.7479821,-4.3263107,Im,17.451,0.143,16.759,,12.37,,9.285,,,,,,,,0000,0,nnnn,1437.0,1140.0,812.0,1187.0,BUUU,,2M,0.6920000000000002,4.389000000000001,nnnn,1.0
J020701.04-041856.2,31.7543683,-4.3156159,Im,17.182,0.115,16.421,0.258,12.106,,9.318,,,,,,,,0000,0,nnnn,322.0,843.0,-548.0,883.0,BBUU,,2M,0.7609999999999992,4.3149999999999995,nnnn,1.0
J020705.61-041911.2,31.7733753,-4.3197908,Im,17.745,0.184,17.013,0.412,12.291,,8.721,,,,,,,,0000,0,nnnn,-1142.0,1670.0,-328.0,1742.0,BCUU,,2M,0.7319999999999993,4.722000000000001,nnnn,1.0
J020705.62-041832.9,31.7734227,-4.3091512,Im,17.654,0.172,16.804,,12.223,,8.78,,,,,,,,0000,0,nnnn,987.0,1495.0,-267.0,1546.0,BUUU,,2M,0.8500000000000014,4.580999999999998,nnnn,0.98
J020643.35-042033.7,31.6806338,-4.3427066,Im,17.778,0.179,17.119,,12.779,,8.942,,,,,,,,0000,0,nnnn,214.0,1638.0,-127.0,1671.0,BUUU,,2M,0.6589999999999989,4.34,nnnn,1.0
J020644.19-042019.0,31.6841255,-4.3386334,Im,17.78,0.185,16.649,,12.485,,8.656,,,,,,,,0000,0,nnnn,938.0,1498.0,-1752.0,1563.0,BUUU,,2M,1.1310000000000002,4.1640000000000015,nnnn,1.0
J020642.70-042121.5,31.6779568,-4.3559857,Im,17.63,0.166,17.125,0.435,12.744,,9.255,,,,,,,,0000,0,nnnn,-32.0,1390.0,-1297.0,1453.0,BCUU,,2M,0.504999999999999,4.381,nnnn,1.0
J020647.65-042052.8,31.6985474,-4.3480253,Im,17.798,0.196,16.767,0.327,12.733,,8.814,,,,,,,,0000,0,nnnn,195.0,1486.0,1002.0,1556.0,BBUU,,2M,1.0309999999999988,4.033999999999999,nnnn,1.0
J020642.85-042108.5,31.6785545,-4.3523815,Im,17.637,0.168,16.877,0.338,12.7,,9.169,,,,,,,,0000,0,nnnn,-646.0,1388.0,1344.0,1455.0,BBUU,,2M,0.7600000000000016,4.177,nnnn,0.99
J020646.99-042010.6,31.695823,-4.3362864,Im,17.602,0.159,16.411,0.26,12.208,,9.31,,,,,,,,0000,0,nnnn,1594.0,1153.0,761.0,1199.0,BBUU,,2M,1.190999999999999,4.203000000000001,nnnn,0.89
J020651.68-042009.7,31.715346,-4.3360451,Im,17.941,0.216,17.005,,12.751,,8.999,,,,,,,,0000,0,nnnn,-1258.0,2010.0,496.0,2067.0,BUUU,,2M,0.9359999999999999,4.254,nnnn,1.0
J020649.46-042053.1,31.706113,-4.3481061,Im,17.782,0.191,16.713,,12.537,,9.096,,,,,,,,0000,0,nnnn,-82.0,1686.0,-1626.0,1723.0,BUUU,,2M,1.068999999999999,4.176,nnnn,0.99
J020647.95-041908.1,31.699827,-4.3189236,Im,17.583,0.157,16.965,0.43,12.754,,8.766,,,,,,,,0000,0,nnnn,381.0,1436.0,64.0,1498.0,BCUU,,2M,0.6179999999999986,4.211,nnnn,1.0
J020649.21-042021.8,31.7050565,-4.3394029,Im,17.692,0.172,17.125,0.478,12.0,,9.154,0.532,,,,,,,0000,0,nnnn,-137.0,1419.0,-16.0,1482.0,BCUC,,2M,0.5670000000000002,5.125,nnnn,0.99
J020650.76-041951.1,31.7115134,-4.3308703,Im,17.112,0.107,16.531,0.288,12.528,,9.177,,,,,,,,0000,0,nnnn,531.0,827.0,150.0,865.0,ABUU,,2M,0.5809999999999995,4.002999999999998,nnnn,0.71
J020640.13-042042.9,31.6672401,-4.3452733,Im,17.787,0.189,17.268,,12.631,,9.281,,,,,,,,0000,0,nnnn,-3048.0,1560.0,2581.0,1602.0,BUUU,,2M,0.5189999999999984,4.6370000000000005,nnnn,1.0
J020637.43-042026.2,31.6559752,-4.3406238,Im,17.71,0.176,17.144,0.458,12.474,,9.204,,,,,,,,0000,0,nnnn,817.0,1583.0,1872.0,1632.0,BCUU,,2M,0.5660000000000025,4.669999999999998,nnnn,0.99
J020635.30-041937.3,31.6471164,-4.3270372,Im,17.639,0.163,16.962,0.384,12.789,,9.192,,,,,,,,0000,0,nnnn,753.0,1360.0,-605.0,1450.0,BCUU,,2M,0.6769999999999996,4.173,nnnn,0.99
J020644.84-041812.8,31.6868563,-4.3035743,Im,16.863,0.087,16.362,0.228,12.129,,8.581,,,,,,,,0000,0,nnnn,284.0,634.0,220.0,666.0,ABUU,,2M,0.5010000000000012,4.232999999999999,nnnn,0.96
J020646.24-041906.5,31.6926754,-4.318485,Im,17.873,0.213,17.198,0.527,12.787,,8.868,,,,,,,,0000,0,nnnn,2943.0,1749.0,-1182.0,1828.0,BCUU,,2M,0.6750000000000007,4.411,nnnn,1.0
J020645.20-041928.3,31.6883649,-4.3245355,Im,17.843,0.199,16.836,,12.372,,9.02,,,,,,,,0000,0,nnnn,-219.0,1840.0,-625.0,1940.0,BUUU,,2M,1.0070000000000014,4.463999999999999,nnnn,1.0
J020641.68-041858.2,31.6736695,-4.3161671,Im,17.417,0.137,16.833,,12.422,,9.233,,,,,,,,0000,0,nnnn,-1328.0,1067.0,-829.0,1112.0,BUUU,,2M,0.5840000000000032,4.410999999999998,nnnn,1.0
J020645.16-041852.3,31.6882007,-4.3145502,Im,17.59,0.158,16.834,0.379,12.411,,9.223,,,,,,,,0000,0,nnnn,862.0,1224.0,-1908.0,1263.0,BCUU,,2M,0.7560000000000002,4.423,nnnn,1.0
J020653.99-041920.9,31.7249752,-4.3224872,Im,17.517,0.153,16.692,0.304,12.127,,9.191,,,,,,,,0000,0,nnnn,-2764.0,1164.0,1778.0,1221.0,BBUU,,2M,0.8249999999999993,4.5649999999999995,nnnn,1.0
J020700.37-041826.1,31.7515644,-4.3072578,Im,17.977,0.217,17.235,,12.723,,8.921,,,,,,,,0000,0,nnnn,-502.0,1968.0,-154.0,2089.0,BUUU,,2M,0.7420000000000009,4.511999999999999,nnnn,1.0
J020649.64-041637.1,31.7068437,-4.2769932,Im,17.174,0.117,16.526,0.303,12.469,,8.824,,,,,,,,0000,0,nnnn,-36.0,886.0,-578.0,923.0,BBUU,,2M,0.6479999999999997,4.057,nnnn,0.95
J020654.27-041739.3,31.7261593,-4.2942569,Im,17.931,0.211,17.323,,12.21,,9.027,,,,,,,,0000,0,nnnn,-2289.0,1706.0,69.0,1792.0,BUUU,,2M,0.6080000000000005,5.1129999999999995,nnnn,1.0
J020652.91-041552.3,31.720477,-4.2645364,Im,17.738,0.191,16.902,0.386,12.732,,9.219,,,,,,,,0000,0,nnnn,-1310.0,1409.0,1770.0,1451.0,BCUU,,2M,0.8359999999999985,4.170000000000002,nnnn,1.0
J020655.55-041534.1,31.7314669,-4.2594991,Im,17.916,0.208,16.661,,12.609,,9.247,,,,,,,,0000,0,nnnn,2110.0,1782.0,814.0,1843.0,BUUU,,2M,1.254999999999999,4.052000000000001,nnnn,1.0
J020614.71-042321.4,31.5613102,-4.3892897,Im,17.953,0.219,17.264,,12.392,,9.19,,,,,,,,hh00,0,nnnn,1046.0,1813.0,49.0,1897.0,BUUU,,2M,0.6890000000000001,4.872,nnnn,1.0
J020613.46-042350.2,31.5561142,-4.3972905,Im,17.787,0.186,16.996,0.421,12.788,,8.704,,,,,,,,0000,0,nnnn,964.0,1697.0,30.0,1775.0,BCUU,,2M,0.7910000000000004,4.207999999999998,nnnn,0.69
J020605.58-042234.8,31.523262,-4.3763561,Im,17.339,0.128,16.812,0.348,12.526,,9.016,,,,,,,,0000,0,nnnn,1378.0,1031.0,923.0,1078.0,BBUU,,2M,0.5269999999999975,4.286000000000001,nnnn,1.0
J020621.82-042027.6,31.5909364,-4.3410199,Im,17.165,0.107,16.617,,12.369,,9.146,,,,,,,,0000,0,nnnn,-170.0,899.0,698.0,924.0,AUUU,,2M,0.5479999999999983,4.248000000000001,nnnn,0.99
J020621.53-042043.0,31.5897294,-4.3452983,Im,17.517,0.169,16.636,,12.366,,9.318,,,,,,,,0000,0,nnnn,1383.0,1249.0,-268.0,1291.0,BUUU,,2M,0.8810000000000002,4.27,nnnn,1.0
J020626.43-041928.2,31.6101546,-4.3245078,Im,17.913,0.198,17.055,0.409,12.851,,9.06,,,,,,,,0000,0,nnnn,1295.0,2018.0,-80.0,2130.0,BCUU,,2M,0.8580000000000005,4.203999999999999,nnnn,0.99
J020632.27-041949.6,31.6344782,-4.3304472,Im,17.895,0.207,17.013,,12.522,,8.605,,,,,,,,0000,0,nnnn,-1492.0,1943.0,499.0,2063.0,BUUU,,2M,0.8819999999999979,4.491000000000001,nnnn,1.0
J020629.72-041901.7,31.6238359,-4.3171616,Im,17.987,0.214,16.963,0.378,12.878,,9.255,,,,,,,,0000,0,nnnn,-646.0,1947.0,-1496.0,2005.0,BCUU,,2M,1.0239999999999974,4.085000000000001,nnnn,1.0
J020621.44-041957.3,31.5893455,-4.3325968,Im,17.655,0.182,16.825,,12.807,,9.236,,,,,,,,0000,0,nnnn,754.0,1618.0,460.0,1661.0,BUUU,,2M,0.8300000000000018,4.017999999999999,nnnn,1.0
J020627.17-041840.9,31.6132413,-4.3113624,Im,17.797,0.183,17.053,0.469,12.934,,9.348,,,,,,,,0000,0,nnnn,638.0,1505.0,-181.0,1582.0,BCUU,,2M,0.7439999999999998,4.1190000000000015,nnnn,1.0
J020621.94-041904.8,31.5914259,-4.318013,Im,17.668,0.179,16.582,0.283,12.558,,8.831,,,,,,,,0000,0,nnnn,2307.0,1249.0,1261.0,1318.0,BBUU,,2M,1.0859999999999985,4.024000000000001,nnnn,1.0
J020620.78-041916.0,31.5866216,-4.3211265,Im,15.428,0.037,14.872,0.069,10.822,0.089,8.669,0.33,,,,,,,0000,0,000n,218.0,176.0,38.0,184.0,AAAB,,2M,0.5560000000000009,4.050000000000001,nnnn,0.84
J020626.68-041837.1,31.6111825,-4.3103104,Im,17.132,0.107,16.534,,12.399,,9.315,,,,,,,,0000,0,nnnn,-2417.0,812.0,185.0,816.0,AUUU,,2M,0.5980000000000025,4.135,nnnn,0.95
J020620.94-041900.1,31.5872521,-4.3167194,Im,17.822,0.191,17.305,,12.298,,9.063,,,,,,,,0000,0,nnnn,1005.0,1880.0,184.0,1941.0,BUUU,,2M,0.5169999999999995,5.007,nnnn,1.0
J020623.01-041838.2,31.595892,-4.3106365,Im,17.959,0.206,16.845,,12.779,,8.693,,,,,,,,0000,0,nnnn,1396.0,1824.0,-336.0,1902.0,BUUU,,2M,1.1140000000000008,4.065999999999999,nnnn,1.0
J020602.66-042012.9,31.5111067,-4.3369407,Im,17.903,0.215,17.318,,12.264,,8.935,,,,,,,,0000,0,nnnn,2913.0,1581.0,1915.0,1649.0,BUUU,,2M,0.5849999999999973,5.054000000000002,nnnn,1.0
J020603.26-042009.7,31.5136195,-4.3360529,Im,17.641,0.165,16.764,0.318,12.689,,9.101,,,,,,,,0000,0,nnnn,289.0,1391.0,-923.0,1445.0,BBUU,,2M,0.8769999999999989,4.074999999999999,nnnn,1.0
J020601.10-042048.5,31.5046107,-4.346812,Im,17.292,0.121,16.669,,12.133,,8.891,,,,,,,,0000,0,nnnn,-715.0,1019.0,1891.0,1056.0,BUUU,,2M,0.6230000000000011,4.536000000000001,nnnn,1.0
J020600.44-042034.6,31.5018594,-4.3429445,Im,17.727,0.178,17.198,,12.408,,8.97,,,,,,,,0000,0,nnnn,514.0,1659.0,271.0,1708.0,BUUU,,2M,0.5289999999999999,4.790000000000001,nnnn,1.0
J020603.68-042027.1,31.5153689,-4.340885,Im,17.73,0.179,17.024,0.417,12.86,,9.18,,,,,,,,0000,0,nnnn,-1553.0,1458.0,-724.0,1529.0,BCUU,,2M,0.7059999999999995,4.1640000000000015,nnnn,1.0
J020606.65-042031.8,31.5277388,-4.3421688,Im,17.671,0.182,16.771,,12.518,,8.798,,,,,,,,0000,0,nnnn,-889.0,2312.0,-1432.0,2093.0,BUUU,,2M,0.8999999999999986,4.253,nnnn,0.99
J020607.42-041949.9,31.5309422,-4.3305387,Im,17.193,0.112,16.631,,12.443,,9.196,,,,,,,,0000,0,nnnn,-63.0,873.0,-269.0,921.0,BUUU,,2M,0.5620000000000012,4.188000000000001,nnnn,1.0
J020605.12-042020.6,31.521337,-4.3390592,Im,17.657,0.163,17.016,,12.895,,8.9,,,,,,,,0000,0,nnnn,-1256.0,1534.0,-2363.0,1625.0,BUUU,,2M,0.6410000000000018,4.120999999999999,nnnn,0.99
J020607.41-041914.2,31.5309139,-4.3206346,Im,17.634,0.163,17.085,0.451,12.957,,9.346,,,,,,,,0000,0,nnnn,-2073.0,1305.0,-2060.0,1380.0,BCUU,,2M,0.5489999999999995,4.128,nnnn,0.97
J020552.95-042002.5,31.4706411,-4.3340323,Im,17.544,0.143,16.859,,12.563,,9.008,,,,,,,,0000,0,nnnn,207.0,1279.0,137.0,1339.0,BUUU,,2M,0.6849999999999987,4.296000000000001,nnnn,1.0
