AllWISE,RAJ2000,DEJ2000,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,ccf,ex,var,pmRA,e_pmRA,pmDE,e_pmDE,qph,d2M,2M,W1W2,W2W3
J030001.28+000022.6,45.0053734,0.0062897,Im,17.775,0.183,17.214,0.431,12.866,,9.007,,,,,,,,0000,0,nnnn,-3711.0,1531.0,1233.0,1600.0,BCUU,,2M,0.5609999999999999,4.347999999999999
J030000.04+000144.1,45.0001924,0.0289384,Im,17.617,0.171,16.996,0.363,12.614,,9.382,,,,,,,,0000,0,nnnn,-696.0,1396.0,-334.0,1460.0,BCUU,,2M,0.6210000000000022,4.381999999999998
J030009.59+000221.6,45.0399736,0.0393405,Im,17.723,0.18,16.865,0.324,11.96,,9.201,,,,,,,,0000,0,nnnn,-185.0,1486.0,-2225.0,1568.0,BBUU,,2M,0.8580000000000005,4.904999999999998
J030008.48+000223.6,45.03534,0.0398958,Im,17.474,0.14,16.948,0.337,12.839,,9.36,,,,,,,,0000,0,nnnn,-422.0,1146.0,-1107.0,1192.0,BBUU,,2M,0.5259999999999998,4.109
J030001.59+000213.5,45.006658,0.0371022,Im,17.553,0.154,17.005,,12.79,,9.141,,,,,,,,0000,0,nnnn,1414.0,1374.0,-910.0,1452.0,BUUU,,2M,0.5480000000000018,4.215
J030003.86+000231.0,45.0160937,0.0419646,Im,17.868,0.208,16.681,,12.426,,9.254,,,,,,,,0000,0,nnnn,557.0,1896.0,1962.0,1984.0,BUUU,,2M,1.1869999999999976,4.255000000000001
J025954.99+000229.5,44.9791594,0.0415515,Im,17.956,0.213,17.419,0.518,12.963,,9.311,,,,,,,,0000,0,nnnn,-114.0,1956.0,1014.0,2072.0,BCUU,,2M,0.536999999999999,4.456000000000001
J025958.08+000327.6,44.9920043,0.0576755,Im,17.22,0.117,16.643,0.254,12.274,,8.812,,,,,,,,0000,0,nnnn,510.0,897.0,329.0,968.0,BBUU,,2M,0.5769999999999982,4.3690000000000015
J030011.64+000314.4,45.0485278,0.0540261,Im,17.32,0.124,16.71,,12.43,,9.34,,,,,,,,0000,0,nnnn,-388.0,990.0,1032.0,1065.0,BUUU,,2M,0.6099999999999994,4.280000000000001
J030012.10+000328.6,45.0504419,0.0579715,Im,17.911,0.203,16.947,,12.652,0.474,8.923,,,,,,,,0000,0,nnnn,-927.0,1739.0,-1164.0,1849.0,BUCU,,2M,0.9640000000000022,4.295
J030009.97+000420.9,45.0415668,0.072497,Im,17.947,0.219,17.089,,12.353,,9.238,,,,,,,,0000,0,nnnn,-1139.0,1823.0,-1418.0,1924.0,BUUU,,2M,0.8580000000000005,4.735999999999999
J030016.63+000334.8,45.0693038,0.059676,Im,17.916,0.205,16.843,,12.743,,8.969,,,,,,,,0000,0,nnnn,534.0,1745.0,136.0,1877.0,BUUU,,2M,1.0730000000000004,4.1
J030017.74+000354.5,45.073958,0.0651545,Im,17.754,0.191,17.198,0.476,12.847,,9.382,,,,,,,,0000,0,nnnn,3130.0,1436.0,2726.0,1542.0,BCUU,,2M,0.5560000000000009,4.351000000000001
J030014.59+000409.7,45.0608267,0.069377,Im,17.708,0.167,17.079,,12.585,,9.153,,,,,,,,0000,0,nnnn,949.0,1397.0,-2053.0,1505.0,BUUU,,2M,0.6289999999999978,4.494
J030013.18+000444.9,45.0549294,0.0791511,Im,17.222,0.112,16.397,0.205,12.112,,9.239,,,,,,,,0000,0,nnnn,-365.0,851.0,484.0,906.0,BBUU,,2M,0.8250000000000028,4.284999999999998
J030015.75+000528.4,45.0656543,0.0912288,Im,17.875,0.206,16.929,0.366,12.804,,9.217,,,,,,,,0000,0,nnnn,542.0,1864.0,798.0,1975.0,BCUU,,2M,0.9460000000000016,4.124999999999998
J030004.29+000348.6,45.0179027,0.0635031,Im,17.435,0.139,16.52,0.239,11.985,,9.089,,,,,,,,0000,0,nnnn,-1289.0,965.0,1567.0,1035.0,BBUU,,2M,0.9149999999999991,4.535
J030003.28+000353.4,45.0136906,0.0648501,Im,17.949,0.205,16.967,,12.845,,9.366,,,,,,,,0000,0,nnnn,-1211.0,1977.0,270.0,2073.0,BUUU,,2M,0.9820000000000028,4.121999999999998
J030003.60+000433.5,45.0150095,0.0759854,Im,17.916,0.211,16.825,,12.817,,9.107,,,,,,,,0000,0,nnnn,1620.0,1791.0,826.0,1917.0,BUUU,,2M,1.091000000000001,4.007999999999999
J030006.54+000514.3,45.0272861,0.0873266,Im,17.869,0.199,17.003,,12.722,,8.921,,,,,,,,0000,0,nnnn,-1302.0,1701.0,3621.0,1789.0,BUUU,,2M,0.8659999999999997,4.281000000000001
J030012.18+000459.3,45.0507745,0.0831479,Im,17.749,0.178,16.93,,12.791,,9.31,,,,,,,,0000,0,nnnn,576.0,1481.0,-325.0,1585.0,BUUU,,2M,0.8189999999999991,4.138999999999999
J030012.88+000547.7,45.0536871,0.0965874,Im,17.873,0.2,17.074,,12.879,,9.19,,,,,,,,0000,0,nnnn,-932.0,1837.0,1298.0,1931.0,BUUU,,2M,0.7989999999999995,4.195000000000002
J030009.18+000532.2,45.0382559,0.0922907,Im,17.838,0.197,17.138,0.442,12.68,,9.121,,,,,,,,0000,0,nnnn,-636.0,1750.0,-650.0,1865.0,BCUU,,2M,0.6999999999999993,4.458000000000002
J030008.76+000550.7,45.0365292,0.0974213,Im,17.756,0.185,17.147,,12.398,,9.251,,,,,,,,0000,0,nnnn,-3123.0,1445.0,4814.0,1527.0,BUUU,,2M,0.6090000000000018,4.748999999999999
J025952.02+000310.4,44.9667615,0.052913,Im,17.607,0.161,16.686,0.277,12.53,,9.2,,,,,,,,0000,0,nnnn,-596.0,1288.0,347.0,1340.0,BBUU,,2M,0.9209999999999994,4.156000000000001
J025950.24+000417.3,44.9593719,0.0714747,Im,17.789,0.194,17.116,0.409,12.79,,9.437,,,,,,,,0000,0,nnnn,-6469.0,1470.0,-716.0,1505.0,BCUU,,2M,0.6730000000000018,4.3260000000000005
J025953.06+000418.4,44.9711022,0.0717975,Im,17.882,0.211,17.068,,12.809,,9.384,,,,,,,,0000,0,nnnn,-20.0,1857.0,-468.0,1919.0,BUUU,,2M,0.8140000000000001,4.259000000000002
J025953.70+000447.2,44.9737893,0.0797833,Im,17.41,0.142,16.814,,12.596,,9.213,,,,,,,,0000,0,nnnn,-559.0,1025.0,298.0,1089.0,BUUU,,2M,0.5960000000000001,4.218
J025953.82+000510.7,44.9742579,0.0863257,Im,17.54,0.154,16.858,,12.38,,9.228,,,,,,,,0000,0,nnnn,410.0,1249.0,1112.0,1322.0,BUUU,,2M,0.6819999999999986,4.478
J025946.23+000443.8,44.942659,0.0788488,Im,17.513,0.153,16.859,0.325,12.785,,9.153,,,,,,,,0000,0,nnnn,-1142.0,1175.0,192.0,1248.0,BBUU,,2M,0.6539999999999999,4.074000000000002
J025945.56+000514.2,44.9398525,0.0872998,Im,17.001,0.095,16.1,0.158,12.071,,9.027,,,,,,,,0000,0,nnnn,-152.0,656.0,262.0,705.0,ABUU,,2M,0.9009999999999998,4.029000000000002
J025947.61+000458.6,44.9483926,0.0829544,Im,17.898,0.209,17.039,,12.761,,9.346,,,,,,,,0000,0,nnnn,1255.0,1922.0,-1160.0,2033.0,BUUU,,2M,0.8589999999999982,4.278000000000002
J025953.76+000527.0,44.9740256,0.0908532,Im,17.687,0.171,16.966,,12.835,,8.731,,,,,,,,0000,0,nnnn,-66.0,1472.0,824.0,1547.0,BUUU,,2M,0.7210000000000001,4.131
J025949.85+000532.6,44.9577336,0.0924145,Im,17.944,0.215,17.407,,12.743,,9.269,,,,,,,,0000,0,nnnn,-28.0,1823.0,-2.0,1906.0,BUUU,,2M,0.536999999999999,4.664
J025947.02+000519.2,44.9459414,0.0886684,Im,16.97,0.095,16.205,0.182,12.186,,8.937,,,,,,,,0000,0,nnnn,354.0,656.0,422.0,699.0,ABUU,,2M,0.7650000000000006,4.018999999999998
J025945.53+000540.9,44.9397198,0.0946985,Im,17.597,0.158,16.912,,12.152,,9.287,,,,,,,,0000,0,nnnn,3454.0,1368.0,124.0,1363.0,BUUU,,2M,0.6850000000000023,4.76
J030004.43+000658.6,45.0184726,0.1162886,Im,17.358,0.131,16.532,0.256,12.146,,9.106,,,,,,,,0000,0,nnnn,925.0,996.0,-491.0,1047.0,BBUU,,2M,0.8260000000000005,4.385999999999999
J025956.00+000608.5,44.9833337,0.102384,Im,17.459,0.148,16.863,0.321,12.627,,9.357,,,,,,,,0000,0,nnnn,-1034.0,1115.0,292.0,1178.0,BBUU,,2M,0.5960000000000001,4.235999999999999
J025958.97+000634.8,44.9957418,0.1096812,Im,17.383,0.138,16.704,0.31,12.474,,8.992,,,,,,,,0000,0,nnnn,558.0,1057.0,-821.0,1137.0,BBUU,,2M,0.6789999999999985,4.23
J025955.29+000726.5,44.9804128,0.1240504,Im,17.85,0.203,17.263,,12.515,,9.212,,,,,,,,0000,0,nnnn,920.0,1747.0,178.0,1854.0,BUUU,,2M,0.5869999999999997,4.748000000000001
J030001.14+000742.2,45.0047733,0.1283986,Im,17.655,0.172,17.14,0.437,12.21,,9.306,,,,,,,,0000,0,nnnn,218.0,1384.0,1472.0,1473.0,BCUU,,2M,0.5150000000000006,4.93
J025958.51+000810.5,44.9937958,0.136251,Im,17.427,0.143,16.913,0.358,12.506,,9.176,,,,,,,,0000,0,nnnn,-649.0,1096.0,-1121.0,1135.0,BCUU,,2M,0.5139999999999993,4.407
J030021.63+000500.5,45.0901608,0.0834944,Im,17.624,0.161,17.031,,12.755,,9.235,,,,,,,,0000,0,nnnn,1669.0,1382.0,-363.0,1452.0,BUUU,,2M,0.593,4.275999999999998
J030021.21+000506.5,45.0883769,0.0851631,Im,17.984,0.217,16.763,,12.503,,9.106,,,,,,,,0000,0,nnnn,-303.0,2074.0,190.0,2207.0,BUUU,,2M,1.221,4.260000000000002
J030016.50+000538.1,45.0687751,0.0939378,Im,17.707,0.173,17.133,0.424,12.829,,9.11,,,,,,,,0000,0,nnnn,-224.0,1491.0,1666.0,1599.0,BCUU,,2M,0.5740000000000016,4.303999999999999
J030026.82+000558.4,45.1117877,0.0995789,Im,17.73,0.181,16.738,,12.261,,9.012,0.438,,,,,,,0000,0,nnnn,562.0,1432.0,-1407.0,1548.0,BUUC,,2M,0.9920000000000008,4.477
J030026.13+000605.2,45.1089054,0.1014582,Im,17.386,0.133,16.71,,12.041,0.249,8.43,,,,,,,,0000,0,nnnn,-822.0,970.0,-90.0,1062.0,BUBU,,2M,0.6759999999999984,4.6690000000000005
J030028.75+000620.5,45.1198059,0.1057192,Im,17.682,0.166,16.817,0.311,12.444,,8.58,,,,,,,,0000,0,nnnn,-155.0,1226.0,57.0,1315.0,BBUU,,2M,0.8649999999999984,4.372999999999999
J030028.38+000647.9,45.118268,0.1133191,Im,17.639,0.167,16.835,,12.275,,9.284,,,,,,,,0000,0,nnnn,-40.0,1342.0,411.0,1420.0,BUUU,,2M,0.8039999999999985,4.5600000000000005
J030027.62+000713.7,45.1151186,0.1204811,Im,17.554,0.153,16.679,,12.142,,8.822,,,,,,,,0000,0,nnnn,-819.0,1269.0,738.0,1358.0,BUUU,,2M,0.875,4.536999999999999
J030011.49+000638.4,45.047896,0.1106794,Im,17.49,0.136,16.706,,12.113,,9.17,,,,,,,,0000,0,nnnn,-244.0,1162.0,847.0,1242.0,BUUU,,2M,0.7839999999999989,4.593
J030016.77+000707.7,45.0698992,0.1188085,Im,17.646,0.161,17.03,,12.821,,8.632,,,,,,,,0000,0,nnnn,269.0,1507.0,193.0,1616.0,BUUU,,2M,0.6159999999999997,4.209000000000001
J030023.53+000715.3,45.0980647,0.1209316,Im,17.842,0.199,16.905,,12.761,,8.936,,,,,,,,0000,0,nnnn,-1175.0,1576.0,-150.0,1696.0,BUUU,,2M,0.9369999999999976,4.144000000000002
J030023.48+000749.0,45.0978401,0.1302859,Im,17.418,0.137,16.778,0.317,12.694,,9.23,,,,,,,,0000,0,nnnn,661.0,1072.0,-11.0,1142.0,BBUU,,2M,0.6400000000000006,4.083999999999998
J030019.43+000745.6,45.0809616,0.1293481,Im,18.259,0.297,16.386,0.217,12.003,,9.262,,,,,,,,0000,0,nnnn,1451.0,1648.0,-437.0,1816.0,BBUU,,2M,1.873000000000001,4.382999999999999
J030022.98+000823.1,45.0957822,0.1397578,Im,17.739,0.188,17.121,,12.624,,8.995,,,,,,,,0000,0,nnnn,-483.0,1777.0,265.0,1854.0,BUUU,,2M,0.6180000000000021,4.496999999999998
J030030.00+000712.9,45.1250305,0.1202753,Im,17.357,0.127,16.826,0.313,12.817,,9.19,,,,,,,,0000,0,nnnn,-993.0,955.0,-914.0,1034.0,BBUU,,2M,0.5309999999999988,4.009
J030033.85+000823.1,45.1410574,0.1397648,Im,17.748,0.186,16.891,,12.325,,9.193,,,,,,,,0000,0,nnnn,-911.0,1656.0,-52.0,1739.0,BUUU,,2M,0.8570000000000029,4.565999999999999
J030037.98+000856.3,45.1582682,0.1489969,Im,17.919,0.213,17.322,0.498,12.062,,9.132,,,,,,,,0000,0,nnnn,554.0,1637.0,1145.0,1747.0,BCUU,,2M,0.5970000000000013,5.26
J030037.49+000917.3,45.1562275,0.1548265,Im,17.413,0.145,16.752,0.298,12.384,,9.077,,,,,,,,0000,0,nnnn,-576.0,1093.0,-330.0,1164.0,BBUU,,2M,0.6610000000000014,4.367999999999999
J030027.13+000806.2,45.1130807,0.1350758,Im,17.86,0.206,16.911,,12.773,,8.771,,,,,,,,0000,0,nnnn,-401.0,1806.0,1026.0,1946.0,BUUU,,2M,0.948999999999998,4.138000000000002
J030025.31+000833.3,45.1054957,0.1425986,Im,17.115,0.115,16.567,0.242,12.406,,8.933,,,,,,,,0000,0,nnnn,378.0,790.0,277.0,844.0,BBUU,,2M,0.5479999999999983,4.161
J030029.27+000832.3,45.1219618,0.1423147,Im,17.843,0.211,17.059,,12.68,,8.75,,,,,,,,0000,0,nnnn,745.0,1883.0,-774.0,2020.0,BUUU,,2M,0.7839999999999989,4.379000000000001
J030023.69+000835.4,45.0987267,0.1431781,Im,17.53,0.152,16.893,,12.704,,8.568,,,,,,,,0000,0,nnnn,-764.0,1258.0,-675.0,1331.0,BUUU,,2M,0.6370000000000005,4.189
J030023.11+000921.4,45.0963089,0.1559476,Im,17.765,0.192,16.316,0.203,12.045,,9.124,,,,,,,,0000,0,nnnn,1704.0,1249.0,1166.0,1349.0,BBUU,,2M,1.4490000000000016,4.270999999999999
J030027.06+000944.5,45.1127709,0.1623713,Im,17.775,0.194,17.268,,12.491,,8.869,,,,,,,,0000,0,nnnn,965.0,1737.0,-2906.0,1853.0,BUUU,,2M,0.5069999999999979,4.777000000000001
J030031.63+000931.5,45.1318256,0.1587702,Im,17.889,0.211,17.319,0.505,12.348,,8.867,,,,,,,,0000,0,nnnn,88.0,1997.0,-461.0,2092.0,BCUU,,2M,0.5700000000000003,4.970999999999998
J030029.75+001041.9,45.1239595,0.178325,Im,17.909,0.217,17.326,,12.077,,9.084,,,,,,,,0000,0,nnnn,-745.0,1602.0,1386.0,1709.0,BUUU,,2M,0.5829999999999984,5.2490000000000006
J030010.20+000705.1,45.0425136,0.1180951,Im,17.88,0.191,16.776,,12.538,,9.211,,,,,,,,0000,0,nnnn,450.0,1846.0,-364.0,1937.0,BUUU,,2M,1.1039999999999992,4.238
J030012.98+000822.3,45.0541008,0.1395463,Im,17.861,0.205,16.875,,12.73,,9.207,,,,,,,,0000,0,nnnn,-1928.0,1936.0,886.0,2080.0,BUUU,,2M,0.9860000000000008,4.145
J030004.40+000845.2,45.0183463,0.1458998,Im,17.935,0.214,17.102,,12.443,,9.152,,,,,,,,0000,0,nnnn,1306.0,2016.0,769.0,2093.0,BUUU,,2M,0.8329999999999984,4.659000000000001
J030013.17+000932.8,45.0549027,0.1591198,Im,17.343,0.137,16.679,0.279,12.048,,9.203,,,,,,,,0000,0,nnnn,52.0,1029.0,-18.0,1074.0,BBUU,,2M,0.6640000000000015,4.630999999999999
J030021.43+000956.4,45.0893029,0.1656678,Im,17.121,0.113,16.596,0.256,12.417,,9.207,,,,,,,,0000,0,nnnn,661.0,863.0,49.0,910.0,BBUU,,2M,0.5249999999999986,4.179
J030022.39+001048.9,45.0933311,0.1802628,Im,17.761,0.199,17.1,0.41,12.472,,8.848,,,,,,,,0000,0,nnnn,840.0,1644.0,354.0,1740.0,BCUU,,2M,0.6609999999999978,4.628000000000002
J030028.72+001038.2,45.1196719,0.1773007,Im,17.872,0.208,17.298,,12.44,,8.861,,,,,,,,0000,0,nnnn,-157.0,1896.0,-870.0,2032.0,BUUU,,2M,0.5740000000000016,4.857999999999999
J030027.25+001109.2,45.1135581,0.185916,Im,17.685,0.188,16.969,,12.594,,8.8,,,,,,,,0000,0,nnnn,-919.0,1578.0,1763.0,1714.0,BUUU,,2M,0.7159999999999975,4.375000000000002
J030022.40+001106.9,45.0933409,0.1852618,Im,17.349,0.136,16.749,0.323,12.55,0.423,8.965,,,,,,,,0000,0,nnnn,80.0,990.0,264.0,1057.0,BBCU,,2M,0.6000000000000014,4.198999999999998
J030027.90+001157.5,45.1162714,0.1993228,Im,17.893,0.215,17.227,0.485,12.698,,8.327,,,,,,,,0000,0,nnnn,2317.0,1712.0,-284.0,1848.0,BCUU,,2M,0.6660000000000004,4.529
J030015.95+001013.2,45.0664634,0.1703408,Im,16.909,0.097,16.405,0.217,12.226,,8.839,,,,,,,,0000,0,nnnn,487.0,686.0,636.0,730.0,ABUU,,2M,0.5039999999999978,4.179
J030018.35+001054.2,45.0764647,0.1817339,Im,17.6,0.171,16.572,0.252,12.268,,8.59,,,,,,,,0000,0,nnnn,82.0,1258.0,1655.0,1347.0,BBUU,,2M,1.0280000000000022,4.303999999999999
J030017.66+001133.8,45.0736021,0.1927351,Im,17.357,0.137,16.421,0.233,12.192,,8.874,,,,,,,,0000,0,nnnn,-74.0,988.0,148.0,1036.0,BBUU,,2M,0.936,4.228999999999999
J025939.08+000504.7,44.9128541,0.0846442,Im,17.873,0.214,16.411,0.227,12.242,,9.142,,,,,,,,0000,0,nnnn,116.0,1620.0,-511.0,1750.0,BBUU,,2M,1.4619999999999995,4.1690000000000005
J025937.18+000517.7,44.9049236,0.0882509,Im,17.579,0.158,17.044,,12.752,,9.373,,,,,,,,0000,0,nnnn,116.0,1347.0,-1540.0,1415.0,BUUU,,2M,0.5350000000000001,4.292
J025933.63+000609.3,44.8901433,0.1025861,Im,17.88,0.216,17.379,,12.655,,9.269,,,,,,,,0000,0,nnnn,121.0,1846.0,902.0,1901.0,BUUU,,2M,0.5009999999999977,4.724000000000002
J025935.59+000706.2,44.8983272,0.118405,Im,16.81,0.086,16.247,0.193,12.214,,9.302,,,,,,,,0000,0,nnnn,201.0,616.0,189.0,648.0,ABUU,,2M,0.5629999999999988,4.033
J025940.30+000715.0,44.9179388,0.1208596,Im,17.69,0.183,16.784,,12.624,,9.162,,,,,,,,0000,0,nnnn,-854.0,1693.0,-974.0,1746.0,BUUU,,2M,0.9060000000000024,4.159999999999998
J025949.71+000723.6,44.9571438,0.1232257,Im,17.547,0.147,16.723,,12.46,,9.192,,,,,,,,0000,0,nnnn,210.0,1225.0,-1054.0,1262.0,BUUU,,2M,0.8240000000000016,4.262999999999998
J025956.06+000810.5,44.9835891,0.1362501,Im,17.239,0.124,16.715,,12.549,,9.017,,,,,,,,0000,0,nnnn,484.0,964.0,-897.0,1003.0,BUUU,,2M,0.5240000000000009,4.166
J025955.81+000831.2,44.9825619,0.1420191,Im,17.651,0.166,17.063,0.386,12.299,,9.166,,,,,,,,0000,0,nnnn,2279.0,1453.0,824.0,1516.0,BCUU,,2M,0.588000000000001,4.763999999999999
J025957.81+000923.3,44.9908824,0.1564907,Im,17.436,0.143,16.48,0.234,12.192,,9.201,0.502,,,,,,,0000,0,nnnn,366.0,1015.0,1317.0,1062.0,BBUC,,2M,0.9559999999999996,4.288
J025956.75+000928.8,44.9864625,0.1580092,Im,17.93,0.219,17.187,0.433,12.299,,8.657,,,,,,,,0000,0,nnnn,1511.0,1790.0,-337.0,1858.0,BCUU,,2M,0.7429999999999986,4.888000000000002
J025945.49+000837.8,44.9395481,0.143854,Im,17.95,0.212,17.196,0.442,12.682,,9.136,,,,,,,,0000,0,nnnn,-1013.0,1769.0,-1990.0,1886.0,BCUU,,2M,0.7539999999999978,4.514000000000001
J025945.84+000909.4,44.9410112,0.1526361,Im,17.82,0.205,17.163,0.467,12.799,,8.537,,,,,,,,0000,0,nnnn,584.0,1752.0,1063.0,1816.0,BCUU,,2M,0.657,4.364000000000001
J025942.76+000918.3,44.9282074,0.155091,Im,17.682,0.176,16.749,,12.495,,8.82,,,,,,,,0000,0,nnnn,-1664.0,1415.0,1181.0,1497.0,BUUU,,2M,0.9329999999999998,4.254
J025944.23+000941.4,44.9342968,0.1615182,Im,17.599,0.167,16.707,,12.625,,9.309,,,,,,,,0000,0,nnnn,568.0,1565.0,-1440.0,1638.0,BUUU,,2M,0.8919999999999995,4.082000000000001
J025948.52+000939.3,44.9521827,0.1609259,Im,17.656,0.173,17.033,,12.759,,9.246,,,,,,,,0000,0,nnnn,-66.0,1589.0,-882.0,1682.0,BUUU,,2M,0.6229999999999976,4.274000000000001
J025952.48+001006.0,44.9686768,0.1683505,Im,17.397,0.144,16.896,,12.206,,8.958,,,,,,,,0000,0,nnnn,-2579.0,1156.0,1230.0,1211.0,BUUU,,2M,0.5009999999999977,4.690000000000001
J025947.95+001002.2,44.9498293,0.1673038,Im,17.719,0.177,16.774,0.318,12.696,,9.224,0.513,,,,,,,0000,0,nnnn,1510.0,1425.0,-2544.0,1502.0,BBUC,,2M,0.9450000000000004,4.078000000000001
J025928.74+000821.0,44.8697886,0.1391854,Im,17.353,0.139,16.636,0.296,12.358,,9.179,,,,,,,,0000,0,nnnn,-579.0,1068.0,-840.0,1122.0,BBUU,,2M,0.7170000000000023,4.277999999999999
J025934.56+000944.4,44.8940327,0.1623334,Im,17.752,0.202,16.896,,12.616,,8.828,,,,,,,,0000,0,nnnn,493.0,1696.0,765.0,1792.0,BUUU,,2M,0.8559999999999981,4.280000000000001
J025922.57+000814.0,44.8440423,0.1372373,Im,17.801,0.198,17.25,0.481,12.697,,8.963,,,,,,,,0000,0,nnnn,149.0,2106.0,-1426.0,2184.0,BCUU,,2M,0.5509999999999984,4.553000000000001
J025922.63+000851.1,44.8442951,0.1475428,Im,17.455,0.149,16.838,0.354,12.718,,9.143,,,,,,,,0000,0,nnnn,-624.0,1240.0,110.0,1291.0,BBUU,,2M,0.6169999999999973,4.120000000000001
J025925.05+000834.2,44.8544126,0.1428521,Im,17.137,0.112,16.472,0.243,12.142,,9.235,,,,,,,,0000,0,nnnn,784.0,846.0,-156.0,887.0,BBUU,,2M,0.6649999999999991,4.330000000000002
J025923.98+000909.1,44.8499337,0.1525388,Im,17.086,0.108,16.558,,12.391,,9.013,,,,,,,,0000,0,nnnn,-1238.0,873.0,220.0,897.0,AUUU,,2M,0.5279999999999987,4.167
J025942.15+000948.6,44.9256412,0.1635041,Im,17.284,0.131,16.783,0.307,12.375,,9.39,,,,,,,,0000,0,nnnn,836.0,963.0,1450.0,1004.0,BBUU,,2M,0.5009999999999977,4.408000000000001
J025941.31+000956.7,44.9221634,0.1657744,Im,17.595,0.172,16.826,0.32,12.35,,9.346,,,,,,,,0000,0,nnnn,71.0,1206.0,-84.0,1275.0,BBUU,,2M,0.7689999999999984,4.476000000000001
J025939.11+001011.9,44.9129671,0.1699996,Im,17.499,0.151,16.901,0.364,12.744,,9.16,,,,,,,,0000,0,nnnn,2838.0,1140.0,42.0,1216.0,BCUU,,2M,0.597999999999999,4.157
J025937.79+001048.7,44.9074876,0.1802214,Im,17.902,0.212,17.3,,12.382,,9.252,,,,,,,,0000,0,nnnn,-271.0,1958.0,51.0,2006.0,BUUU,,2M,0.6020000000000003,4.918000000000001
J025945.34+001050.3,44.9389291,0.1806467,Im,17.742,0.201,16.857,,12.251,,8.701,,,,,,,,0000,0,nnnn,1110.0,1607.0,1849.0,1720.0,BUUU,,2M,0.8850000000000016,4.606
J025946.99+001108.7,44.9457972,0.1857654,Im,17.109,0.115,16.469,0.259,12.259,,8.52,,,,,,,,0000,0,nnnn,491.0,871.0,82.0,910.0,BBUU,,2M,0.6400000000000006,4.210000000000001
J025942.33+001122.6,44.9263995,0.1896307,Im,17.492,0.155,16.965,0.374,12.581,,8.735,,,,,,,,0000,0,nnnn,1235.0,1293.0,148.0,1349.0,BCUU,,2M,0.527000000000001,4.384
J025943.70+001123.2,44.9321111,0.1897845,Im,17.273,0.125,16.425,0.235,12.411,,9.01,,,,,,,,0000,0,nnnn,184.0,983.0,837.0,1015.0,BBUU,,2M,0.847999999999999,4.014000000000001
J025932.64+001023.2,44.886034,0.1731178,Im,17.516,0.153,16.681,0.292,12.564,,9.08,,,,,,,,0000,0,nnnn,-2678.0,1246.0,-1742.0,1296.0,BBUU,,2M,0.8349999999999973,4.117000000000001
J025938.94+001139.1,44.9122763,0.194203,Im,17.425,0.149,16.648,0.297,12.402,,9.192,,,,,,,,0000,0,nnnn,-1240.0,1166.0,105.0,1229.0,BBUU,,2M,0.777000000000001,4.246
J025937.11+001149.7,44.9046557,0.1971662,Im,17.75,0.193,16.803,0.324,12.337,,9.171,,,,,,,,0000,0,nnnn,575.0,1421.0,77.0,1523.0,BBUU,,2M,0.9469999999999992,4.466000000000001
J025936.07+001154.7,44.9002969,0.1985361,Im,17.809,0.207,16.964,0.365,12.76,,8.794,,,,,,,,0000,0,nnnn,999.0,1632.0,-2125.0,1735.0,BCUU,,2M,0.8450000000000024,4.203999999999999
J030005.02+001023.3,45.0209548,0.1731456,Im,17.749,0.187,16.956,0.356,12.661,,9.0,,,,,,,,0000,0,nnnn,461.0,1495.0,-1840.0,1575.0,BCUU,,2M,0.7929999999999993,4.295
J025958.61+001100.5,44.994233,0.1834733,Im,17.905,0.212,16.883,0.352,12.793,,8.929,,,,,,,,0000,0,nnnn,-672.0,1695.0,-486.0,1798.0,BBUU,,2M,1.022000000000002,4.09
J025951.97+001043.5,44.9665538,0.178766,Im,17.573,0.163,17.036,,12.112,,8.633,,,,,,,,0000,0,nnnn,892.0,1372.0,189.0,1427.0,BUUU,,2M,0.536999999999999,4.924000000000001
J025955.29+001131.8,44.9804046,0.1921741,Im,17.575,0.165,16.792,0.327,12.276,0.339,8.654,,,,,,,,0000,0,nnnn,-22.0,1247.0,-80.0,1320.0,BBBU,,2M,0.7829999999999977,4.516000000000002
J030001.13+001127.4,45.0047426,0.1909616,Im,17.37,0.137,16.794,,12.031,,9.238,,,,,,,,0000,0,nnnn,778.0,1084.0,-1040.0,1138.0,BUUU,,2M,0.5760000000000005,4.763
J030002.36+001209.7,45.009843,0.2027048,Im,17.806,0.207,17.036,,12.35,,9.169,,,,,,,,0000,0,nnnn,20.0,1789.0,-109.0,1913.0,BUUU,,2M,0.7699999999999996,4.686000000000002
J025956.86+001159.7,44.9869314,0.1999396,Im,17.372,0.14,16.824,,12.76,,9.033,,,,,,,,0000,0,nnnn,-303.0,1259.0,-527.0,1301.0,BUUU,,2M,0.5479999999999983,4.064000000000002
J025958.93+001221.4,44.9955502,0.2059592,Im,17.729,0.201,16.943,,12.462,,8.961,,,,,,,,0000,0,nnnn,443.0,1896.0,282.0,1983.0,BUUU,,2M,0.7859999999999978,4.481000000000002
J025958.42+001226.0,44.9934248,0.2072485,Im,17.747,0.209,16.96,0.37,12.579,,9.102,,,,,,,,0000,0,nnnn,326.0,1600.0,-480.0,1674.0,BCUU,,2M,0.786999999999999,4.381
