AllWISE,RAJ2000,DEJ2000,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,ccf,ex,var,pmRA,e_pmRA,pmDE,e_pmDE,qph,d2M,2M
J025951.42+000531.4,44.9642526,0.0920583,Im,16.408,0.062,16.23,0.197,12.832,,9.003,,,,,,,,0000,0,1nnn,-188,397,-429,414,ABUU,,2M
J025949.85+000532.6,44.9577336,0.0924145,Im,17.944,0.215,17.407,,12.743,,9.269,,,,,,,,0000,0,nnnn,-28,1823,-2,1906,BUUU,,2M
J025946.31+000509.8,44.9429795,0.0860587,Im,17.225,0.117,16.612,0.26,12.623,0.439,8.927,,,,,,,,0000,0,nnnn,-76,861,-80,915,BBCU,,2M
J025947.02+000519.2,44.9459414,0.0886684,Im,16.97,0.095,16.205,0.182,12.186,,8.937,,,,,,,,0000,0,nnnn,354,656,422,699,ABUU,,2M
J025945.90+000524.1,44.9412793,0.090038,Im,15.951,0.048,15.838,0.129,12.215,0.27,8.84,,,,,,,,0000,0,0nnn,-508,287,-127,294,ABBU,,2M
J025947.41+000537.2,44.9475799,0.0936783,Im,16.952,0.093,16.631,0.258,12.163,,9.093,,,,,,,,0000,0,nnnn,-764,709,757,742,ABUU,,2M
J025946.54+000534.1,44.9439507,0.0928167,Im,16.584,0.074,16.177,0.174,12.411,0.379,8.882,,,,,,,,0000,0,0nnn,588,487,1027,512,ABCU,,2M
J025944.81+000534.5,44.9367445,0.0929177,Im,16.249,0.058,15.976,0.156,12.276,0.333,9.127,,,,,,,,0000,0,0nnn,80,368,112,387,ABBU,,2M
J025945.53+000540.9,44.9397198,0.0946985,Im,17.597,0.158,16.912,,12.152,,9.287,,,,,,,,0000,0,nnnn,3454,1368,124,1363,BUUU,,2M
J025949.20+000541.3,44.9550384,0.0948238,Im,17.185,0.117,17.032,,12.835,,8.936,,,,,,,,0000,0,nnnn,10,934,-358,992,BUUU,,2M
J025948.07+000558.7,44.950305,0.0996408,Im,17.791,0.2,16.831,0.309,12.895,,8.987,,,,,,,,0000,0,nnnn,-791,1481,241,1576,BBUU,,2M
J025947.50+000611.6,44.9479176,0.1032429,Im,17.132,0.112,16.662,0.28,12.782,,9.223,,,,,,,,0000,0,nnnn,-463,890,-1121,936,BBUU,,2M
J025948.27+000619.0,44.9511532,0.1052863,Im,14.24,0.026,14.118,0.042,12.284,,9.129,,15.265,0.05,14.56,0.05,14.524,0.091,0000,0,11nn,8,73,-82,75,AAUU,0.021,2M
J030000.66+000437.7,45.0027858,0.0771474,Im,17.105,0.107,16.59,0.272,12.815,,9.096,,,,,,,,0000,0,nnnn,103,856,-400,902,ABUU,,2M
J030001.54+000504.1,45.0064236,0.0844881,Im,17.215,0.116,16.688,,12.984,,9.044,,,,,,,,0000,0,nnnn,-427,862,-110,907,BUUU,,2M
J025959.05+000505.6,44.9960612,0.0849089,Im,14.74,0.031,14.701,0.063,12.729,,9.329,,15.086,0.037,14.933,0.068,14.831,0.106,0000,0,00nn,46,105,69,108,AAUU,0.392,2M
J030000.02+000521.4,45.000107,0.08928,Im,15.252,0.035,15.206,0.078,11.96,0.245,9.115,0.469,,,,,,,0000,0,0nnn,-275,159,17,168,AABC,,2M
J030003.31+000515.8,45.0138131,0.0877451,Im,15.338,0.035,15.24,0.083,12.206,,9.075,,16.517,0.111,15.851,0.128,15.363,0.17,0000,0,11nn,-45,158,130,167,AAUU,0.668,2M
J030002.45+000542.9,45.0102361,0.0952686,Im,15.695,0.042,15.612,0.113,12.166,0.293,9.253,,,,,,,,0000,0,1nnn,-384,213,35,227,ABBU,,2M
J030002.11+000551.0,45.008821,0.0975001,Im,16.376,0.06,16.461,0.234,12.838,,9.242,,,,,,,,0000,0,0nnn,-777,394,1477,417,ABUU,,2M
J025957.17+000504.5,44.9882323,0.0845932,Im,17.059,0.099,16.698,,12.709,,8.801,,,,,,,,0000,0,nnnn,649,758,467,811,AUUU,,2M
J025956.72+000512.0,44.9863688,0.086672,Im,17.634,0.164,17.225,,12.593,,9.405,,,,,,,,0000,0,nnnn,-1752,1369,-373,1458,BUUU,,2M
J025958.01+000536.9,44.9917471,0.0935964,Im,16.454,0.067,16.514,0.257,12.419,,9.275,,,,,,,,0000,0,0nnn,-165,456,-186,485,ABUU,,2M
J025955.93+000547.1,44.9830745,0.0964243,Im,14.548,0.03,14.413,0.047,12.783,,9.374,,15.506,0.055,15.021,0.07,14.575,0.077,0000,0,00nn,18,85,-52,90,AAUU,0.35,2M
J025957.37+000604.3,44.9890746,0.1012132,Im,17.084,0.102,16.642,,12.485,0.361,9.267,,,,,,,,0000,0,nnnn,376,789,324,846,AUCU,,2M
J030001.25+000552.2,45.0052102,0.0978508,Im,16.927,0.09,16.57,0.252,12.535,,8.848,,,,,,,,0000,0,nnnn,-832,668,-193,710,ABUU,,2M
J030001.81+000601.9,45.0075465,0.100543,Im,17.06,0.098,16.529,0.247,12.849,,9.258,,,,,,,,0000,0,nnnn,424,708,-257,755,ABUU,,2M
J030001.21+000607.2,45.0050821,0.1020109,Im,15.873,0.048,15.798,0.133,12.895,,9.146,,16.506,0.114,15.977,0.169,16.079,0.276,0000,0,0nnn,-166,258,-98,268,ABUU,0.581,2M
J030000.51+000621.7,45.0021322,0.1060396,Im,17.623,0.171,16.727,0.283,12.76,,8.942,,,,,,,,0000,0,nnnn,-748,1306,-1444,1387,BBUU,,2M
J030001.05+000628.5,45.0043868,0.1079217,Im,17.293,0.126,16.795,,12.784,,9.09,,,,,,,,0000,0,nnnn,-1505,961,615,996,BUUU,,2M
J030006.82+000558.4,45.028429,0.0995715,Im,17.52,0.148,17.339,,12.925,,9.034,,,,,,,,0000,0,nnnn,302,1290,916,1339,BUUU,,2M
J030007.03+000613.8,45.0292923,0.1038334,Im,17.24,0.117,16.914,,12.8,,8.945,,,,,,,,0000,0,nnnn,-424,915,-434,989,BUUU,,2M
J030006.25+000614.2,45.0260662,0.1039685,Im,17.366,0.136,16.913,,12.745,,9.344,,,,,,,,0000,0,nnnn,-95,1121,-402,1184,BUUU,,2M
J030008.35+000625.4,45.0348294,0.1070732,Im,17.353,0.136,16.725,,12.746,,8.703,,,,,,,,0000,0,nnnn,-517,1127,192,1179,BUUU,,2M
J030007.99+000712.5,45.0333086,0.1201402,Im,17.217,0.115,16.792,0.317,12.421,,8.748,,,,,,,,0000,0,nnnn,-1129,860,43,902,BBUU,,2M
J030003.64+000642.3,45.0151783,0.1117757,Im,17.697,0.182,17.323,0.503,12.494,,8.745,,,,,,,,0000,0,nnnn,-1041,1549,-110,1643,BCUU,,2M
J030001.01+000637.7,45.0042437,0.1104765,Im,17.344,0.14,17.323,,12.767,,8.96,,,,,,,,0000,0,nnnn,97,1108,-373,1150,BUUU,,2M
J030002.94+000658.0,45.0122595,0.1161189,Im,16.879,0.092,16.567,0.26,12.339,,8.487,,,,,,,,0000,0,nnnn,-356,641,-211,684,ABUU,,2M
J030004.43+000658.6,45.0184726,0.1162886,Im,17.358,0.131,16.532,0.256,12.146,,9.106,,,,,,,,0000,0,nnnn,925,996,-491,1047,BBUU,,2M
J025956.00+000608.5,44.9833337,0.102384,Im,17.459,0.148,16.863,0.321,12.627,,9.357,,,,,,,,0000,0,nnnn,-1034,1115,292,1178,BBUU,,2M
J025953.78+000558.8,44.9741213,0.0996775,Im,17.174,0.117,16.916,,12.306,,9.156,,,,,,,,0000,0,nnnn,-226,916,503,970,BUUU,,2M
J025957.21+000623.0,44.9883831,0.1063948,Im,17.856,0.206,16.617,,12.663,,9.036,,,,,,,,0000,0,nnnn,128,1866,-705,1981,BUUU,,2M
J025958.97+000634.8,44.9957418,0.1096812,Im,17.383,0.138,16.704,0.31,12.474,,8.992,,,,,,,,0000,0,nnnn,558,1057,-821,1137,BBUU,,2M
J025959.68+000642.6,44.9986869,0.1118591,Im,17.687,0.186,16.651,,12.677,0.509,8.611,,,,,,,,0000,0,nnnn,964,1474,-46,1536,BUCU,,2M
J025953.29+000625.4,44.9720757,0.1070805,Im,16.763,0.084,16.155,0.181,12.576,,8.808,,,,,,,,0000,0,nnnn,88,582,140,615,ABUU,,2M
J025950.54+000640.4,44.9606003,0.1112305,Im,16.188,0.055,16.054,0.165,12.118,0.279,8.767,,,,,,,,0000,0,0nnn,-235,344,-340,357,ABBU,,2M
J025955.50+000711.0,44.9812814,0.1197267,Im,16.406,0.066,16.076,0.157,12.428,,8.699,,,,,,,,0000,0,0nnn,-386,440,-1,462,ABUU,,2M
J025954.03+000717.5,44.9751319,0.1215435,Im,16.918,0.091,16.664,0.275,12.782,,8.759,,,,,,,,0000,0,nnnn,448,656,-137,694,ABUU,,2M
J025955.29+000726.5,44.9804128,0.1240504,Im,17.85,0.203,17.263,,12.515,,9.212,,,,,,,,0000,0,nnnn,920,1747,178,1854,BUUU,,2M
J025954.00+000739.5,44.9750087,0.1276599,Im,17.373,0.131,16.522,0.237,12.782,,8.854,,,,,,,,0000,0,nnnn,98,1005,133,1047,BBUU,,2M
J030001.39+000711.5,45.0058318,0.119884,Im,17.07,0.103,16.239,0.187,12.512,,9.127,,,,,,,,0000,0,nnnn,641,734,993,766,ABUU,,2M
J025959.70+000724.3,44.9987544,0.1234227,Im,17.167,0.116,17.32,0.491,12.758,,9.255,,,,,,,,0000,0,nnnn,-824,891,690,936,BCUU,,2M
J030004.95+000749.4,45.0206366,0.1304164,Im,16.186,0.057,15.689,0.113,12.133,,8.427,,,,,,,,0000,0,0nnn,-50,345,-22,364,ABUU,,2M
J030001.14+000742.2,45.0047733,0.1283986,Im,17.655,0.172,17.14,0.437,12.21,,9.306,,,,,,,,0000,0,nnnn,218,1384,1472,1473,BCUU,,2M
J025956.43+000728.7,44.9851574,0.1246489,Im,17.597,0.17,17.207,0.453,12.468,,9.222,,,,,,,,0000,0,nnnn,-650,1503,1580,1597,BCUU,,2M
J025956.90+000742.1,44.987115,0.1283796,Im,17.355,0.136,16.38,0.203,12.414,,9.119,0.463,,,,,,,0000,0,nnnn,750,990,-1747,1065,BBUC,,2M
J025956.21+000739.8,44.9842165,0.1277452,Im,16.709,0.078,16.595,0.262,12.434,,9.357,,,,,,,,0000,0,nnnn,-963,590,52,615,ABUU,,2M
J025955.20+000751.9,44.9800318,0.1310936,Im,16.944,0.096,16.578,0.246,12.839,,9.088,,,,,,,,0000,0,nnnn,18,713,496,755,ABUU,,2M
J025958.51+000810.5,44.9937958,0.136251,Im,17.427,0.143,16.913,0.358,12.506,,9.176,,,,,,,,0000,0,nnnn,-649,1096,-1121,1135,BCUU,,2M
J030021.51+000434.0,45.0896382,0.0761297,Im,17.789,0.185,17.449,,12.128,,9.173,,,,,,,,0000,0,nnnn,-12,1453,1074,1536,BUUU,,2M
J030022.92+000507.1,45.0955195,0.0853324,Im,16.318,0.059,16.569,0.256,12.5,,9.18,,16.501,0.149,15.767,,15.259,,0000,0,0nnn,583,385,-395,405,ABUU,0.203,2M
J030021.63+000500.5,45.0901608,0.0834944,Im,17.624,0.161,17.031,,12.755,,9.235,,,,,,,,0000,0,nnnn,1669,1382,-363,1452,BUUU,,2M
J030019.51+000454.3,45.0812919,0.0817618,Im,16.592,0.07,17.059,0.41,12.348,,9.141,,,,,,,,0000,0,0nnn,101,505,315,535,ACUU,,2M
J030019.93+000510.3,45.0830514,0.0862167,Im,16.425,0.066,16.518,0.234,12.844,,9.039,,,,,,,,0000,0,0nnn,337,415,-120,445,ABUU,,2M
J030021.21+000506.5,45.0883769,0.0851631,Im,17.984,0.217,16.763,,12.503,,9.106,,,,,,,,0000,0,nnnn,-303,2074,190,2207,BUUU,,2M
J030023.78+000546.1,45.0990857,0.0961566,Im,17.145,0.112,16.365,0.224,12.791,,9.192,,,,,,,,0000,0,nnnn,976,800,-293,860,BBUU,,2M
J030018.93+000517.0,45.0788876,0.0880589,Im,16.554,0.066,16.829,0.317,12.206,,8.66,,,,,,,,0000,0,0nnn,-157,461,441,491,ABUU,,2M
J030018.25+000526.5,45.0760483,0.0907075,Im,16.639,0.072,16.331,0.206,12.383,0.381,8.561,,,,,,,,0000,0,nnnn,-523,530,14,565,ABCU,,2M
J030019.04+000535.2,45.0793521,0.0931352,Im,16.95,0.09,16.413,0.218,12.455,,8.833,,,,,,,,0000,0,nnnn,-161,684,-36,719,ABUU,,2M
J030017.86+000541.3,45.0744261,0.0948111,Im,16.389,0.061,15.918,0.138,12.802,,8.516,,,,,,,,0000,0,0nnn,-703,398,221,426,ABUU,,2M
J030016.50+000538.1,45.0687751,0.0939378,Im,17.707,0.173,17.133,0.424,12.829,,9.11,,,,,,,,0000,0,nnnn,-224,1491,1666,1599,BCUU,,2M
J030021.10+000550.9,45.08792,0.0974805,Im,16.781,0.081,16.176,0.178,12.676,0.518,9.117,0.482,,,,,,,0000,0,nnnn,-137,556,16,593,ABCC,,2M
J030021.91+000554.2,45.0913105,0.0983893,Im,17.096,0.108,16.867,0.336,12.227,,9.102,,,,,,,,0000,0,nnnn,491,836,182,880,ABUU,,2M
J030019.13+000617.0,45.0797087,0.1047322,Im,16.503,0.066,16.326,0.204,12.866,,9.003,,,,,,,,0000,0,0nnn,-776,443,798,469,ABUU,,2M
J030020.26+000616.5,45.0844551,0.1045994,Im,17.044,0.1,16.778,0.301,12.678,0.528,9.049,,,,,,,,0000,0,nnnn,1023,709,1773,749,ABCU,,2M
J030021.03+000610.8,45.0876549,0.1030149,Im,16.849,0.088,16.993,0.372,12.581,,8.835,,,,,,,,0000,0,nnnn,-493,620,-981,662,ACUU,,2M
J030026.82+000558.4,45.1117877,0.0995789,Im,17.73,0.181,16.738,,12.261,,9.012,0.438,,,,,,,0000,0,nnnn,562,1432,-1407,1548,BUUC,,2M
J030026.13+000605.2,45.1089054,0.1014582,Im,17.386,0.133,16.71,,12.041,0.249,8.43,,,,,,,,0000,0,nnnn,-822,970,-90,1062,BUBU,,2M
J030025.24+000626.0,45.1051702,0.1072231,Im,17.714,0.178,16.704,,12.844,,8.887,,,,,,,,0000,0,nnnn,-268,1548,-315,1662,BUUU,,2M
J030026.68+000637.7,45.1111876,0.110486,Im,17.775,0.192,17.46,,12.713,,9.211,,,,,,,,0000,0,nnnn,-990,1583,1425,1699,BUUU,,2M
J030028.75+000620.5,45.1198059,0.1057192,Im,17.682,0.166,16.817,0.311,12.444,,8.58,,,,,,,,0000,0,nnnn,-155,1226,57,1315,BBUU,,2M
J030028.38+000647.9,45.118268,0.1133191,Im,17.639,0.167,16.835,,12.275,,9.284,,,,,,,,0000,0,nnnn,-40,1342,411,1420,BUUU,,2M
J030023.81+000616.3,45.0992467,0.1045475,Im,16.538,0.07,15.81,0.126,12.597,,8.633,,,,,,,,0000,0,0nnn,-1019,425,15,450,ABUU,,2M
J030023.08+000619.3,45.0961778,0.1053747,Im,16.723,0.081,16.408,0.23,12.682,,9.098,,,,,,,,0000,0,nnnn,78,536,-601,570,ABUU,,2M
J030024.77+000636.2,45.1032271,0.1100774,Im,16.603,0.075,15.726,0.119,12.763,,8.751,,,,,,,,0000,0,0nnn,-53,471,770,498,ABUU,,2M
J030022.90+000633.3,45.0954556,0.1092646,Im,16.95,0.097,16.068,0.163,12.131,,8.551,,,,,,,,0000,0,nnnn,291,616,654,658,ABUU,,2M
J030023.54+000643.4,45.098101,0.1120659,Im,16.28,0.058,15.74,0.119,12.707,,9.132,,,,,,,,0000,0,0nnn,140,339,-170,364,ABUU,,2M
J030025.46+000657.9,45.1061183,0.1160945,Im,16.851,0.089,16.45,0.228,12.34,,8.916,,,,,,,,0000,0,nnnn,539,628,1116,685,ABUU,,2M
J030025.88+000707.7,45.1078736,0.1188175,Im,17.549,0.154,16.5,0.233,12.562,,9.123,,,,,,,,0000,0,nnnn,-872,1137,342,1223,BBUU,,2M
J030027.62+000713.7,45.1151186,0.1204811,Im,17.554,0.153,16.679,,12.142,,8.822,,,,,,,,0000,0,nnnn,-819,1269,738,1358,BUUU,,2M
J030017.98+000638.6,45.0749514,0.110729,Im,14.93,0.031,14.815,0.061,11.95,0.232,8.507,,,,,,,,0000,0,00nn,114,121,120,125,AABU,,2M
J030017.00+000655.8,45.0708414,0.1155249,Im,16.609,0.069,16.188,0.181,12.702,0.465,8.635,,,,,,,,0000,0,nnnn,-246,471,-366,501,ABCU,,2M
J030011.49+000638.4,45.047896,0.1106794,Im,17.49,0.136,16.706,,12.113,,9.17,,,,,,,,0000,0,nnnn,-244,1162,847,1242,BUUU,,2M
J030012.06+000645.5,45.050265,0.1126575,Im,16.957,0.09,15.737,0.12,12.362,,9.139,,,,,,,,0000,0,nnnn,-160,596,-189,628,ABUU,,2M
J030013.68+000654.1,45.0570252,0.1150536,Im,15.882,0.045,16.148,0.173,12.535,,9.095,,16.457,0.133,15.945,0.172,15.992,,0000,0,0nnn,365,274,-442,293,ABUU,0.306,2M
J030013.10+000705.1,45.0546227,0.1181011,Im,17.287,0.122,16.179,0.169,12.608,,8.806,,,,,,,,d000,0,nnnn,352,858,157,916,BBUU,,2M
J030015.60+000659.5,45.0650222,0.1165482,Im,17.662,0.171,17.428,,12.678,,9.176,,,,,,,,0000,0,nnnn,1669,1411,2929,1538,BUUU,,2M
J030016.77+000707.7,45.0698992,0.1188085,Im,17.646,0.161,17.03,,12.821,,8.632,,,,,,,,0000,0,nnnn,269,1507,193,1616,BUUU,,2M
J030016.88+000725.5,45.0703661,0.1237763,Im,17.815,0.191,17.432,,12.826,,9.294,,,,,,,,0000,0,nnnn,-904,1664,-3420,1742,BUUU,,2M
J030015.47+000723.1,45.0644848,0.1231004,Im,16.734,0.082,16.91,0.351,12.302,,8.617,,,,,,,,dd00,0,nnnn,1003,630,-457,668,ABUU,,2M
J030023.53+000715.3,45.0980647,0.1209316,Im,17.842,0.199,16.905,,12.761,,8.936,,,,,,,,0000,0,nnnn,-1175,1576,-150,1696,BUUU,,2M
J030022.79+000713.4,45.0949819,0.1204067,Im,17.594,0.16,17.416,,12.065,,9.157,,,,,,,,0000,0,nnnn,1475,1211,-1285,1301,BUUU,,2M
J030021.56+000742.7,45.0898517,0.1285523,Im,17.596,0.167,17.296,0.474,12.357,,9.267,,,,,,,,0000,0,nnnn,1703,1363,128,1451,BCUU,,2M
J030023.19+000724.8,45.0966482,0.1235727,Im,17.378,0.134,17.316,0.478,12.734,,9.035,,,,,,,,0000,0,nnnn,701,1068,1648,1124,BCUU,,2M
J030023.48+000749.0,45.0978401,0.1302859,Im,17.418,0.137,16.778,0.317,12.694,,9.23,,,,,,,,0000,0,nnnn,661,1072,-11,1142,BBUU,,2M
J030023.17+000758.0,45.096554,0.13279,Im,17.234,0.124,17.21,0.457,12.762,,9.202,,,,,,,,0000,0,nnnn,877,955,240,999,BCUU,,2M
J030024.34+000806.0,45.1014369,0.1350206,Im,16.759,0.079,16.685,0.282,12.053,,8.75,,,,,,,,0000,0,nnnn,343,588,-176,629,ABUU,,2M
J030019.43+000745.6,45.0809616,0.1293481,Im,18.259,0.297,16.386,0.217,12.003,,9.262,,,,,,,,0000,0,nnnn,1451,1648,-437,1816,BBUU,,2M
J030021.74+000811.6,45.0905946,0.1365663,Im,14.844,0.031,14.546,0.052,10.963,0.108,8.697,0.346,,,,,,,0000,0,000n,188,122,42,128,AAAB,,2M
J030020.00+000806.0,45.0833688,0.1350174,Im,17.552,0.164,16.422,0.221,12.502,,8.72,,,,,,,,0000,0,nnnn,211,1260,-355,1338,BBUU,,2M
J030022.98+000823.1,45.0957822,0.1397578,Im,17.739,0.188,17.121,,12.624,,8.995,,,,,,,,0000,0,nnnn,-483,1777,265,1854,BUUU,,2M
J030020.40+000828.8,45.0850046,0.1413469,Im,17.353,0.132,16.558,0.252,12.778,,9.162,,,,,,,,0000,0,nnnn,-1963,928,1436,983,BBUU,,2M
J030019.66+000829.1,45.0819415,0.1414246,Im,17.74,0.188,16.404,0.221,12.666,0.488,9.054,,,,,,,,0000,0,nnnn,904,1325,-472,1437,BBCU,,2M
J030022.01+000837.4,45.0917375,0.1437468,Im,17.518,0.156,16.752,,12.777,,9.148,,,,,,,,0000,0,nnnn,-757,1353,982,1444,BUUU,,2M
J030033.71+000715.1,45.1404974,0.1208683,Im,16.164,0.053,16.032,0.155,12.325,,9.249,,,,,,,,0000,0,0nnn,28,330,-191,353,ABUU,,2M
J030030.00+000712.9,45.1250305,0.1202753,Im,17.357,0.127,16.826,0.313,12.817,,9.19,,,,,,,,0000,0,nnnn,-993,955,-914,1034,BBUU,,2M
J030029.27+000718.1,45.1219766,0.1217187,Im,16.301,0.057,16.037,0.152,12.417,,9.266,,,,,,,,0000,0,1nnn,253,362,291,390,ABUU,,2M
J030035.50+000749.8,45.1479475,0.1305102,Im,17.061,0.102,16.703,0.276,12.469,,9.034,,,,,,,,0000,0,nnnn,-172,723,-921,770,ABUU,,2M
J030032.15+000754.3,45.1339982,0.1317761,Im,16.027,0.051,16.251,0.199,12.286,0.357,8.621,,,,,,,,h000,0,0nnn,-265,303,-324,325,ABCU,,2M
J030030.00+000733.1,45.1250364,0.1258773,Im,16.201,0.056,16.004,0.166,12.149,,8.981,,,,,,,,0000,0,0nnn,603,342,235,363,ABUU,,2M
J030029.47+000742.9,45.1228127,0.1285865,Im,17.425,0.136,17.457,,12.886,,9.065,,,,,,,,0000,0,nnnn,-430,1034,502,1113,BUUU,,2M
J030028.83+000745.4,45.1201349,0.1293041,Im,17.312,0.123,17.188,,12.777,,8.822,,,,,,,,0000,0,nnnn,1941,947,-1083,1000,BUUU,,2M
J030029.79+000812.4,45.124155,0.1367853,Im,13.903,0.026,13.701,0.034,11.96,,8.441,,14.912,0.048,14.398,0.057,14.124,0.069,0000,0,11nn,41,61,36,63,AAUU,0.177,2M
J030031.70+000816.1,45.1321234,0.1378196,Im,10.897,0.023,10.924,0.021,10.803,0.108,8.928,,11.32,0.023,11.007,0.025,10.926,0.021,0000,0,110n,-3,28,27,28,AAAU,0.059,2M
J030033.85+000823.1,45.1410574,0.1397648,Im,17.748,0.186,16.891,,12.325,,9.193,,,,,,,,0000,0,nnnn,-911,1656,-52,1739,BUUU,,2M
J030032.49+000840.2,45.1353824,0.1445172,Im,16.727,0.081,16.21,0.187,12.737,,9.126,,,,,,,,d000,0,nnnn,375,534,176,568,ABUU,,2M
J030038.01+000809.4,45.1584032,0.1359568,Im,17.141,0.109,16.317,0.207,12.327,,9.123,,,,,,,,0000,0,nnnn,-713,786,-294,830,BBUU,,2M
J030038.06+000834.4,45.1585979,0.1429035,Im,17.405,0.135,17.039,0.356,12.521,,9.189,,,,,,,,0000,0,nnnn,-6,1092,-525,1163,BCUU,,2M
J030035.72+000813.6,45.1488467,0.1371171,Im,18.058,0.234,16.381,0.215,12.496,,8.532,,,,,,,,0000,0,nnnn,325,1569,1514,1689,BBUU,,2M
J030037.55+000845.5,45.15646,0.1459774,Im,16.775,0.079,16.892,0.338,12.746,,9.232,,,,,,,,0000,0,0nnn,807,564,-385,595,ABUU,,2M
J030039.59+000829.9,45.1649888,0.1416457,Im,16.238,0.056,15.72,0.12,12.303,0.376,8.661,,,,,,,,0000,0,1nnn,75,347,82,368,ABCU,,2M
J030037.98+000856.3,45.1582682,0.1489969,Im,17.919,0.213,17.322,0.498,12.062,,9.132,,,,,,,,0000,0,nnnn,554,1637,1145,1747,BCUU,,2M
J030037.34+000901.9,45.1556197,0.1505435,Im,17.142,0.113,17.027,0.394,12.5,0.456,9.228,,,,,,,,0000,0,nnnn,-27,826,4,865,BCCU,,2M
J030039.51+000916.1,45.1646572,0.1544861,Im,13.651,0.024,13.679,0.034,12.655,,8.86,,14.085,0.035,13.78,0.034,13.678,0.041,0000,0,00nn,9,50,-110,53,AAUU,0.227,2M
J030032.00+000854.0,45.1333334,0.1483469,Im,16.969,0.097,16.17,0.171,12.659,,9.031,,,,,,,,0000,0,nnnn,-384,658,889,706,ABUU,,2M
J030037.49+000917.3,45.1562275,0.1548265,Im,17.413,0.145,16.752,0.298,12.384,,9.077,,,,,,,,0000,0,nnnn,-576,1093,-330,1164,BBUU,,2M
J030036.57+000931.6,45.1524011,0.1587879,Im,17.746,0.185,17.247,0.473,12.239,,8.826,,,,,,,,0000,0,nnnn,1264,1566,-119,1687,BCUU,,2M
J030035.12+000937.3,45.1463588,0.1603807,Im,14.311,0.027,14.148,0.042,12.574,,8.609,,15.26,0.057,14.712,0.054,14.27,0.07,0000,0,00nn,193,73,-95,77,AAUU,0.176,2M
J030027.13+000806.2,45.1130807,0.1350758,Im,17.86,0.206,16.911,,12.773,,8.771,,,,,,,,0000,0,nnnn,-401,1806,1026,1946,BUUU,,2M
J030028.85+000824.8,45.1202465,0.1402365,Im,16.969,0.099,16.719,,12.71,,8.451,,,,,,,,0000,0,nnnn,-1291,714,96,772,AUUU,,2M
J030025.31+000833.3,45.1054957,0.1425986,Im,17.115,0.115,16.567,0.242,12.406,,8.933,,,,,,,,0000,0,nnnn,378,790,277,844,BBUU,,2M
J030024.70+000833.7,45.1029304,0.142718,Im,16.366,0.065,15.904,0.142,12.742,0.522,8.741,,,,,,,,0000,0,0nnn,-159,397,-528,416,ABCU,,2M
J030026.19+000826.0,45.1091439,0.140573,Im,17.389,0.131,16.247,0.196,12.464,,9.215,,,,,,,,0000,0,nnnn,331,866,2110,928,BBUU,,2M
J030029.27+000832.3,45.1219618,0.1423147,Im,17.843,0.211,17.059,,12.68,,8.75,,,,,,,,0000,0,nnnn,745,1883,-774,2020,BUUU,,2M
J030027.98+000840.9,45.1166182,0.1447162,Im,13.509,0.025,13.489,0.031,12.581,,9.155,,14.017,0.032,13.614,0.034,13.503,0.048,0000,0,00nn,24,48,13,50,AAUU,0.115,2M
J030031.21+000852.6,45.1300514,0.1479471,Im,15.514,0.04,15.52,0.112,12.693,,9.053,,16.427,0.127,16.102,0.203,15.451,,0000,0,0nnn,207,187,76,202,ABUU,0.883,2M
J030030.51+000905.6,45.1271598,0.1515562,Im,17.391,0.135,17.344,,12.55,,9.103,,,,,,,,0000,0,nnnn,403,1164,-1026,1249,BUUU,,2M
J030027.23+000851.8,45.1134644,0.1477366,Im,17.532,0.16,16.635,0.261,12.808,,8.446,,,,,,,,0000,0,nnnn,-921,1118,-789,1205,BBUU,,2M
J030028.77+000900.6,45.1198839,0.1501874,Im,17.566,0.157,17.349,,12.626,,9.105,,,,,,,,0000,0,nnnn,743,1245,-5207,1344,BUUU,,2M
J030023.69+000835.4,45.0987267,0.1431781,Im,17.53,0.152,16.893,,12.704,,8.568,,,,,,,,0000,0,nnnn,-764,1258,-675,1331,BUUU,,2M
J030024.63+000849.7,45.1026599,0.1471659,Im,15.438,0.039,15.092,0.075,12.057,0.278,9.188,,,,,,,,0000,0,0nnn,-243,179,181,188,AABU,,2M
J030021.75+000850.2,45.0906358,0.147286,Im,17.533,0.161,17.276,0.505,12.824,,8.746,,,,,,,,0000,0,nnnn,-826,1307,28,1379,BCUU,,2M
J030023.64+000906.4,45.0985129,0.1517813,Im,16.365,0.062,16.393,0.21,12.687,,9.053,,,,,,,,0000,0,0nnn,220,418,-7,445,ABUU,,2M
J030024.65+000913.6,45.1027277,0.1537874,Im,15.965,0.049,15.709,0.128,12.321,,9.114,,,,,,,,0000,0,0nnn,78,294,28,313,ABUU,,2M
J030023.11+000921.4,45.0963089,0.1559476,Im,17.765,0.192,16.316,0.203,12.045,,9.124,,,,,,,,0000,0,nnnn,1704,1249,1166,1349,BBUU,,2M
J030023.66+000923.7,45.0986218,0.1565835,Im,17.016,0.1,16.82,,12.415,0.361,9.241,,,,,,,,0000,0,nnnn,-913,746,-454,795,AUCU,,2M
J030025.74+000908.7,45.10726,0.1524367,Im,16.628,0.075,15.979,0.153,12.762,,9.115,,,,,,,,0000,0,1nnn,-63,489,934,517,ABUU,,2M
